target_id	length	eff_length	est_counts	tpm
b0114	2664	2165	1533	3399.69
b0115	1893	1394	617	2125.09
b0116	1425	926	321	1664.37
b0117	1854	1355	1	3.54337
b0118	2598	2099	100	228.74
b0119	363	15.6727	0	0
b0120	795	296	43	697.48
b0121	867	368	39	508.829
b0122	348	14.5549	0	0
b0123	1551	1052	6	27.3836
b0124	2391	1892	30	76.1299
b0125	537	57.4692	27	2255.72
b0126	663	164.095	33	965.548
b0127	927	428	17	190.704
b0128	771	272	5	88.2585
b0129	441	25.1479	0	0
b0130	1230	731	6	39.4084
b0131	381	17.2382	0	0
b0132	903	404	0	0
b0133	852	353	12	163.216
b0134	795	296	13	210.866
b0135	1239	740	1	6.48819
b0136	597	101.058	0	0
b0137	606	109.099	0	0
b0138	570	79.0173	0	0
b0139	2598	2099	2	4.57481
b0140	741	242	0	0
b0141	585	90.8337	0	0
b0142	480	34.082	0	0
b0143	1398	899	69	368.506
b0144	927	428	8	89.7432
b0145	456	28.1035	30	5125.26
b0146	705	206.004	2	46.6132
b0147	531	54.2343	1	88.5281
b0148	2430	1931	10	24.8641
b0149	2535	2036	37	87.2528
b0150	2244	1745	194	533.779
b0151	798	299	8	128.462
b0152	891	392	1	12.2481
b0153	1983	1484	9	29.1182
b0154	1281	782	36	221.03
b0155	1422	923	3	15.6054
b0156	345	14.3489	0	0
b0157	624	125.904	5	190.671
b0158	801	302	5	79.4911
b0159	699	200.007	25	600.137
b0160	1518	1019	7	32.9822
b0161	1425	926	44	228.138
b0162	1158	659	3	21.857
b0163	387	17.824	0	0
b0164	813	314	1	15.2906
b0166	825	326	51	751.117
b0167	2673	2174	18	39.7528
b0168	795	296	45	729.921
b0169	726	227.001	486	10279.3
b0170	852	353	741	10078.6
b0171	726	227.001	39	824.884
b0172	558	70.4455	43	2930.69
b0173	1197	698	3	20.6358
b0174	762	263	26	474.649
b0175	858	359	15	200.61
b0176	1353	854	50	281.104
b0177	2433	1934	162	402.174
b0178	486	35.8681	26	3480.33
b0179	1026	527	124	1129.71
b0180	456	28.1035	1	170.842
b0181	789	290	34	562.906
b0182	1149	650	36	265.916
b0183	597	101.058	10	475.1
b0184	3483	2984	71	114.239
b0185	960	461	64	666.552
b0186	2142	1643	2	5.8445
b0187	390	18.1303	0	0
b0188	1299	800	6	36.0095
b0189	255	10.0165	0	0
b4406	201	8.47023	0	0
b0190	546	62.7123	4	306.241
b0191	423	22.2141	0	0
b0192	711	212.003	1	22.6472
b0193	825	326	0	0
b0194	1719	1220	116	456.513
b0195	708	209.003	1	22.9722
b0196	405	19.811	0	0
b0197	816	317	24	363.502
b0198	654	155.169	9	278.48
b0199	1032	533	16	144.128
b0200	576	83.6041	3	172.286
b0201	1542	1043	0	0
b0202	77	6.27601	0	0
b0203	76	6.26311	0	0
b0204	2904	2405	17.7805	35.4965
b0205	120	6.88922	0	0
b0206	77	6.27601	0	0
b0207	804	305	1	15.7418
b0208	915	416	3	34.6245
b0209	801	302	3	47.6946
b0210	624	125.904	1	38.1342
b0211	1359	860	101	563.869
b0212	756	257	3	56.0458
b0213	723	224.001	2	42.8682
b0214	468	30.877	0	0
b0215	732	233	5	103.031
b0216	77	6.27601	0	0
b0217	786	287	4	66.9165
b4586	480	34.082	0	0
b0218	357	15.2072	0	0
b4503	273	10.6657	0	0
b0219	771	272	3	52.9551
b0220	474	32.4213	0	0
b0221	2445	1946	1	2.46725
b0222	579	85.9688	5	279.244
b0223	768	269	4	71.3942
b0224	741	242	15	297.599
b0225	279	10.9009	0	0
b0226	261	10.224	0	0
b0227	750	251	1	19.1285
b0228	498	39.8547	0	0
b0229	1713	1214	0	0
b0230	756	257	0	0
b0231	1056	557	1	8.61986
b0232	294	11.5358	0	0
b0233	399	19.1073	0	0
b0234	453	27.47	0	0
b0235	207	8.61779	0	0
b0236	501	40.9449	0	0
b0237	1458	959	140	700.914
b0238	459	28.7601	5	834.71
b0239	1245	746	14	90.1041
b0240	402	19.4536	0	0
b0241	1056	557	0	0
b0242	1104	605	12	95.2316
b0243	1254	755	29	184.419
b0244	76	6.26311	0	0
b4626	63	6.10029	0	0
b0245	342	14.1482	0	0
b0246	318	12.7153	0	0
b4504	222	9.01066	0	0
b0247	477	33.2366	0	0
b0248	459	28.7601	0	0
b0249	240	9.53274	0	0
b0250	468	30.877	0	0
b0251	444	25.6983	0	0
b4627	222	9.01066	0	0
b4628	192	8.25831	0	0
b0252	822	323	1	14.8646
b0253	864	365	3	39.4624
b0254	894	395	2	24.3102
b4587	684	185.022	3	77.849
b0256	1152	653	3	22.0579
b0258	1108	609	1	7.88384
b0259	1017	518	10.0345	93.008
b0260	1404	905	0	0
b0261	933	434	2	22.1256
b0262	1047	548	1	8.76142
b0263	348	14.5549	0	0
b0264	504	42.0749	0.5625	64.1882
b0265	276	10.782	0	0
b4708	174	7.86552	0	0
b4505	249	9.81725	0	0
b0266	309	12.2468	0	0
b0267	1155	656	0	0
b0268	909	410	1	11.7104
b0269	1968	1469	1	3.26839
b0270	1383	884	0	0
b0271	1611	1112	0	0
b0272	759	260	7	129.265
b0273	1005	506	1	9.48866
b4688	205	8.56803	0	0
b0274	504	42.0749	0.5625	64.1882
b0275	276	10.782	0	0
b0276	828	329	0	0
b0277	627	128.777	0	0
b0278	699	200.007	0	0
b0279	855	356	0	0
b0280	441	25.1479	0	0
b0281	1401	902	20	106.458
b4629	49	5.93211	0	0
b4694	339	13.9528	0	0
b4695	78	6.28896	0	0
b0283	957	458	1	10.4831
b0284	2199	1700	1	2.82427
b0285	957	458	0	0
b0286	690	191.014	0	0
b0287	615	117.399	6	245.383
b0288	330	13.3957	0	0
b0289	711	212.003	0	0
b0290	1644	1145	0	0
b0291	2526	2027	0	0
b0292	669	170.064	1	28.2321
b0293	588	93.3306	0	0
b0294	591	95.8682	0	0
b0295	228	9.17816	0	0
b4506	141	7.23733	0	0
b0296	264	10.331	0	0
b4671	102	6.61767	0	0
b4630	90	6.44887	0	0
b0297	872	373	0	0
b0298	300	11.8104	0	0
b0299	867	368	0.8	10.4375
b0300	684	185.022	0	0
b4631	129	7.03401	0	0
b0301	594	98.4446	0	0
b0303	237	9.44154	0	0
b0304	1326	827	0	0
b0305	855	356	3	40.4601
b0306	720	221.001	0	0
b0307	1428	929	1	5.1682
b0308	696	197.009	0	0
b0310	669	170.064	0	0
b0311	1671	1172	8	32.7731
b0312	1473	974	9	44.3648
b0313	588	93.3306	5	257.218
b0314	2034	1535	15	46.9179
b0315	1089	590	5	40.6886
b0316	933	434	0	0
b0317	498	39.8547	0	0
b0318	606	109.099	0	0
b0319	864	365	0	0
b0320	1548	1049	0	0
b0321	1419	920	0	0
b0323	951	452	0	0
b0324	1383	884	2	10.8626
b0325	1050	551	2	17.4274
b0326	816	317	0	0
b0327	246	9.72054	0	0
b0328	672	173.052	2	55.4893
b0329	276	10.782	0	0
b0330	1587	1088	0	0
b0331	891	392	0	0
b0333	1170	671	0	0
b0334	1452	953	0	0
b0335	1887	1388	0	0
b0336	1260	761	7	44.164
b0337	1284	785	6	36.6975
b0338	900	401	0	0
b0339	660	161.116	0	0
b0340	471	31.6352	0	0
b0341	1155	656	0	0
b0342	612	114.607	0	0
b0343	1254	755	2	12.7186
b0344	3075	2576	0	0
b0345	1083	584	4	32.8853
b0346	834	335	1	14.3321
b0347	1665	1166	0	0
b0348	945	446	0	0
b0349	867	368	0	0
b0350	810	311	1	15.4381
b0351	951	452	0	0
b0352	1014	515	0	0
b0353	1212	713	2	13.4678
b0354	540	59.1642	0	0
b0355	834	335	11	157.653
b0356	1110	611	18	141.445
b0357	276	10.782	0	0
b0358	774	275	0	0
b4579	698	199.008	0	0
b0360	366	15.9154	0	0
b0361	906	407	2.54786	30.0564
b0363	1197	698	0	0
b0364	558	70.4455	0	0
b0365	963	464	0	0
b0366	768	269	0	0
b0367	828	329	0	0
b0368	852	353	0	0
b0369	975	476	44	443.814
b4580	2907	2408	12	23.9265
b0372	867	368	0.8	10.4375
b0373	300	11.8104	0	0
b0375	624	125.904	0	0
b0376	1158	659	4	29.1427
b0377	1221	722	3	19.9498
b0378	1095	596	3	24.1674
b0379	309	12.2468	0	0
b0380	213	8.77069	0	0
b0381	1095	596	30	241.674
b0382	261	10.224	0	0
b0383	1416	917	1	5.23584
b0384	321	12.8791	0	0
b0385	1116	617	2	15.5632
b0386	810	311	1	15.4381
b0387	459	28.7601	0	0
b0388	525	51.202	8	750.168
b0389	192	8.25831	0	0
b0390	678	179.034	3	80.4527
b0391	285	11.1465	0	0
b0392	342	14.1482	0	0
b0393	912	413	18	209.256
b0394	909	410	0	0
b0396	1185	686	2	13.9978
b0397	3147	2648	15	27.1975
b0398	1203	704	6	40.9198
b0399	690	191.014	2	50.2713
b0400	1296	797	5	30.1208
b0401	1320	821	33	192.986
b0402	1374	875	25	137.179
b0403	1815	1316	1	3.64837
b0404	582	88.3792	2	108.651
b0405	1071	572	24	201.451
b0406	1128	629	58	442.724
b0407	333	13.5766	0	0
b0408	1848	1349	101	359.472
b0409	972	473	25	253.766
b0410	348	14.5549	0	0
b0411	885	386	84	1044.83
b0412	540	59.1642	0	0
b0413	450	26.8585	0	0
b0414	1104	605	8	63.4877
b0415	471	31.6352	2	303.539
b0416	420	21.7802	0	0
b0417	978	479	13	130.306
b0418	519	48.3653	1	99.2707
b0419	975	476	6	60.5201
b0420	1863	1364	13	45.7598
b0421	900	401	8	95.7857
b0422	243	9.62572	0	0
b0423	1449	950	67	338.615
b0424	591	95.8682	5	250.409
b0425	912	413	8	93.0026
b0426	492	37.7891	3	381.162
b0427	1365	866	4	22.1767
b0428	891	392	108	1322.8
b0429	330	13.3957	0	0
b0430	615	117.399	24	981.53
b0431	1992	1493	416	1337.79
b0432	948	449	310	3314.9
b0433	1476	977	23	113.029
b0434	579	85.9688	9	502.64
b0435	318	12.7153	0	0
b0436	1299	800	761	4567.2
b0437	624	125.904	35	1334.7
b0438	1275	776	117	723.901
b0439	2355	1856	149	385.446
b0440	273	10.6657	0	0
b0441	1872	1373	100	349.691
b0442	372	16.4218	0	0
b0443	399	19.1073	0	0
b0444	696	197.009	7	170.596
b0445	1701	1202	3	11.9832
b0446	819	320	1	15.0039
b0447	459	28.7601	0	0
b0448	1773	1274	8	30.1492
b0449	1782	1283	3	11.2266
b0450	339	13.9528	0	0
b0451	1287	788	2	12.1859
b0452	861	362	10	132.632
b0453	573	81.2865	1	59.0659
b0454	390	18.1303	0	0
b0456	354	14.9839	0	0
b0457	1551	1052	9	41.0754
b0458	471	31.6352	2	303.539
b0459	552	66.4726	12	866.75
b0460	219	8.9292	0	0
b0461	375	16.6861	0	0
b0462	3150	2651	146	264.423
b0463	1194	695	40	276.332
b0464	648	149.243	3	96.5125
b0465	3363	2864	38	63.7039
b0466	162	7.62437	0	0
b0467	528	52.6932	1	91.1172
b0468	378	16.9581	0	0
b0469	552	66.4726	14	1011.21
b0470	1932	1433	20	67.0099
b0471	330	13.3957	0	0
b0472	606	109.099	12	528.101
b0473	1875	1376	217	757.176
b0474	645	146.29	136	4463.55
b0475	963	464	10	103.475
b0476	960	461	1	10.4149
b0477	1305	806	42	250.19
b0478	1677	1178	34	138.576
b0479	1221	722	5	33.2497
b0480	1653	1154	5	20.8027
b0481	480	34.082	0	0
b0482	795	296	3	48.6614
b0483	342	14.1482	0	0
b0484	2505	2006	3	7.18035
b0485	933	434	0	0
b0486	1293	794	0	0
b0487	408	20.1799	0	0
b0488	459	28.7601	0	0
b0489	918	419	5	57.2943
b0490	678	179.034	0	0
b0491	780	281	2	34.1727
b0492	855	356	37	499.007
b0493	810	311	3	46.3144
b0494	627	128.777	4	149.135
b0495	687	188.018	0	0
b0496	2415	1916	0	0
b0497	4281	3782	1	1.2695
b0498	369	16.165	0	0
b0499	708	209.003	0	0
b0501	491	37.4592	0	0
b4632	93	6.49021	0	0
b0502	423	22.2141	0	0
b0503	1095	596	2	16.1116
b0504	927	428	0	0
b0505	483	34.9588	0	0
b0506	816	317	7	106.022
b0507	1782	1283	0	0
b0508	777	278	0	0
b0509	879	380	0	0
b0511	1455	956	1	5.02224
b0512	1362	863	0	0
b0513	1302	803	0	0
b0514	1146	647	0	0
b0515	786	287	0	0
b0516	1236	737	1	6.5146
b0517	1050	551	0	0
b0518	1668	1169	0	0
b4572	1260	761	1	6.30915
b0520	816	317	0	0
b0521	894	395	0	0
b0522	1068	569	5	42.1903
b0523	510	44.4593	1	107.992
b0524	723	224.001	2	42.8682
b0525	495	38.8032	45	5568.01
b0526	1386	887	73	395.143
b0527	522	49.7597	0	0
b0528	213	8.77069	0	0
b0529	867	368	14	182.657
b0530	543	60.9118	1	78.8231
b0531	693	194.011	0	0
b0532	2604	2105	3	6.84265
b0533	984	485	1	9.89951
b0534	516	47.0179	0	0
b0535	633	134.567	0	0
b0536	77	6.27601	0	0
b0537	1164	665	10	72.1994
b4633	222	9.01066	0	0
b0539	279	10.9009	0	0
b4508	312	12.3992	0	0
b0542	306	12.0979	0	0
b0540	300	11.8104	0	0
b0541	867	368	0.8	10.4375
b0543	333	13.5766	0	0
b0544	1527	1028	2	9.34097
b0545	552	66.4726	0	0
b0546	798	299	0	0
b4588	102	6.61767	0	0
b0547	456	28.1035	0	0
b0548	171	7.80376	0	0
b0549	291	11.4031	0	0
b0550	363	15.6727	0	0
b4509	141	7.23733	0	0
b0551	384	17.5267	0	0
b0553	1098	599	50	400.773
b0552	1017	518	10.0345	93.008
b0554	216	8.84923	0	0
b0555	498	39.8547	0	0
b0556	462	29.4405	3	489.251
b4510	183	8.05699	0	0
b0557	294	11.5358	0	0
b0558	411	20.5608	0	0
b0559	207	8.61779	0	0
b4589	195	8.32774	0	0
b0560	546	62.7123	0	0
b4634	309	12.2468	0	0
b0561	438	24.6163	0	0
b0562	657	158.14	0	0
b0563	183	8.05699	0	0
b0564	750	251	2	38.257
b0565	954	455	159	1677.8
b4635	45	5.88363	0	0
b0566	762	263	0	0
b0567	891	392	1	12.2481
b0568	2973	2474	9	17.4662
b0569	2238	1739	4	11.0437
b0570	1443	944	4	20.3443
b0571	684	185.022	0	0
b0572	1374	875	0	0
b0573	333	13.5766	0	0
b0574	1224	725	1	6.62243
b0575	3144	2645	0	0
b0576	1377	878	25	136.71
b0577	1248	749	16	102.564
b0578	654	155.169	8	247.538
b0579	369	16.165	0	0
b0580	249	9.81725	0	0
b0581	1119	620	1	7.74397
b4415	153	7.45333	0	0
b0582	1113	614	18	140.754
b0583	621	123.049	0	0
b0584	2241	1742	7	19.2932
b0585	1203	704	1	6.81997
b4511	219	8.9292	0	0
b0586	3882	3383	16	22.7077
b0587	1134	635	0	0
b0588	816	317	1	15.1459
b0589	993	494	1	9.71915
b0590	1005	506	1	9.48866
b0591	1251	752	19	121.308
b0592	957	458	2	20.9662
b0593	1176	677	5	35.4598
b0594	1611	1112	12	51.8122
b0595	858	359	1	13.374
b0596	747	248	1	19.3599
b0597	414	20.9541	0	0
b0598	2106	1607	1	2.98772
b4512	198	8.39836	0	0
b0599	1089	590	3	24.4132
b0600	1161	662	2	14.5053
b0601	630	131.665	0	0
b0602	1221	722	1	6.64995
b0603	903	404	1	11.8843
b0604	747	248	4	77.4397
b0605	564	74.6286	91	5854.52
b0606	1566	1067	87	391.48
b0607	429	23.1265	0	0
b0608	1239	740	1	6.48819
b0610	411	20.5608	0	0
b0611	807	308	5	77.9425
b0612	1464	965	1	4.9754
b0613	879	380	0	0
b0614	552	66.4726	0	0
b0615	1533	1034	0	0
b0616	909	410	0	0
b0617	297	11.6716	0	0
b0618	1059	560	0	0
b0619	1659	1160	3	12.4171
b0620	681	182.027	0	0
b0621	1386	887	1	5.41292
b0622	561	72.511	0	0
b0623	210	8.69356	0	0
b0624	384	17.5267	0	0
b4581	789	290	0	0
b0627	204	8.54336	0	0
b0628	966	467	60	616.864
b0629	954	455	5	52.7611
b0630	642	143.344	10	334.946
b0631	264	10.331	0	0
b0632	1212	713	31	208.75
b0633	1089	590	33	268.545
b0634	1113	614	32	250.229
b0635	1902	1403	47	160.841
b0636	468	30.877	0	0
b0637	318	12.7153	0	0
b0638	612	114.607	0	0
b0639	642	143.344	1	33.4946
b0640	1032	533	13	117.104
b0641	582	88.3792	6	325.954
b0642	2583	2084	210	483.812
b0643	483	34.9588	0	0
b0644	978	479	0	0
b0645	708	209.003	0	0
b0646	1428	929	0	0
b0647	555	68.4326	0	0
b0648	708	209.003	0	0
b0649	1452	953	1	5.03805
b0650	1671	1172	0	0
b0651	936	437	1	10.9869
b0652	726	227.001	0	0
b0653	675	176.042	1	27.2734
b0654	741	242	0	0
b0655	909	410	7	81.9727
b0656	1017	518	10.0345	93.008
b0657	1539	1040	17	78.4821
b0658	879	380	31	391.682
b0659	468	30.877	0	0
b0660	1041	542	25	221.46
b0661	1425	926	45	233.323
b0662	1176	677	1	7.09197
b0664	75	6.25028	0	0
b0665	75	6.25028	0	0
b0666	77	6.27601	0	0
b0668	75	6.25028	0	0
b0670	75	6.25028	0	0
b0672	85	6.3812	0	0
b0673	77	6.27601	0	0
b0674	1665	1166	12	49.4126
b0675	753	254	17	321.344
b0676	1221	722	19	126.349
b0677	1149	650	8	59.0924
b0678	801	302	13	206.677
b0679	1947	1448	46	152.526
b0680	1665	1166	54	222.357
b0681	1407	908	3	15.8632
b0682	327	13.2192	0	0
b0683	447	26.2683	0	0
b4637	87	6.40809	0	0
b0684	531	54.2343	42	3718.18
b0685	294	11.5358	0	0
b0686	765	266	4	72.1994
b0687	546	62.7123	17	1301.52
b0688	1641	1142	64	269.072
b0689	495	38.8032	0	0
b0691	651	152.203	0	0
b4636	150	7.39808	0	0
b0692	1320	821	3	17.5442
b0693	2199	1700	1	2.82427
b4590	258	10.1192	0	0
b0694	678	179.034	3	80.4527
b0695	2685	2186	6	13.1782
b0696	573	81.2865	0	0
b0697	2049	1550	1	3.09759
b0698	1674	1175	1	4.08618
b4513	90	6.44887	0	0
b0699	207	8.61779	0	0
b0700	4194	3695	2	2.59879
b0702	327	13.2192	0	0
b0703	1521	1022	0	0
b0704	570	79.0173	1	60.7621
b4514	240	9.53274	0	0
b0705	1137	638	0	0
b0706	762	263	1	18.2557
b0707	510	44.4593	0	0
b0708	1419	920	2	10.4375
b0709	1482	983	0	0
b0710	744	245	3	58.7909
b0711	657	158.14	2	60.7217
b0712	933	434	6	66.3769
b0713	735	236	0	0
b0714	792	293	2	32.7731
b0715	1047	548	1	8.76142
b0716	1062	563	0	0
b0717	729	230.001	1	20.875
b0718	2448	1949	0	0
b0719	567	76.7977	0	0
b0720	1284	785	3	18.3488
b0721	390	18.1303	0	0
b0722	348	14.5549	0	0
b0723	1767	1268	11	41.6513
b0724	717	218.002	4	88.0959
b0726	2802	2303	17	35.4414
b0727	1218	719	19	126.876
b0728	1167	668	10	71.8752
b0729	870	371	13	168.238
b0730	723	224.001	2	42.8682
b0731	1977	1478	0	0
b0732	2634	2135	4	8.99534
b0733	1569	1070	227	1018.59
b0734	1140	641	61	456.906
b4515	114	6.79612	0	0
b0735	294	11.5358	0	0
b0736	405	19.811	0	0
b0737	693	194.011	17	420.705
b0738	429	23.1265	0	0
b0739	1266	767	17	106.416
b0740	1293	794	59	356.769
b0741	522	49.7597	24	2315.74
b0742	792	293	31	507.983
b0743	76	6.26311	0	0
b0744	76	6.26311	0	0
b0745	76	6.26311	0	0
b0746	76	6.26311	0	0
b0747	76	6.26311	0	0
b0748	76	6.26311	0	0
b0749	76	6.26311	0	0
b0750	1044	545	0	0
b0751	720	221.001	0	0
b0752	942	443	3	32.5142
b0753	381	17.2382	0	0
b0754	1053	554	28	242.663
b0755	753	254	123	2325.02
b0756	1041	542	8	70.8673
b0757	1149	650	6	44.3193
b0758	1047	548	2	17.5228
b0759	1017	518	6	55.6131
b0760	1473	974	5	24.6471
b0761	789	290	2	33.1121
b0762	150	7.39808	0	0
b0763	774	275	0	0
b0764	690	191.014	1	25.1356
b0765	1059	560	1	8.57368
b0766	819	320	13	195.051
b0767	996	497	13	125.586
b0768	954	455	1	10.5522
b0769	1053	554	0	0
b0770	1434	935	0	0
b0771	2262	1763	1	2.72335
b0772	1284	785	27	165.139
b0773	477	33.2366	0	0
b0774	1290	791	1	6.06986
b0775	1041	542	1	8.85841
b0776	1155	656	0	0
b0777	756	257	0	0
b0778	678	179.034	0	0
b0779	2022	1523	21	66.2025
b0780	909	410	7	81.9727
b0781	990	491	22	215.128
b0782	513	45.7163	8	840.184
b0783	486	35.8681	1	133.859
b0784	246	9.72054	0	0
b0785	453	27.47	0	0
b0786	705	206.004	13	302.986
b0787	714	215.002	1	22.3312
b0788	957	458	0	0
b0789	1242	743	0	0
b0790	762	263	0	0
b0791	411	20.5608	0	0
b0792	1107	608	1	7.89681
b0793	1134	635	0	0
b0794	1737	1238	0	0
b0795	999	500	2	19.205
b0796	672	173.052	1	27.7446
b0797	1365	866	26	144.149
b0798	483	34.9588	1	137.341
b0799	2151	1652	19	55.2203
b0800	963	464	3	31.0426
b0801	1086	587	1	8.17932
b0802	261	10.224	0	0
b0803	267	10.4402	0	0
b0804	678	179.034	0	0
b0805	2283	1784	15	40.3693
b0806	261	10.224	0	0
b0807	927	428	3	33.6537
b0808	2226	1727	0	0
b0809	723	224.001	7	150.039
b0810	660	161.116	2	59.6002
b0811	747	248	21	406.558
b0812	504	42.0749	0	0
b0813	888	389	3	37.0277
b0814	516	47.0179	261	26652.2
b0815	1584	1085	15	66.3769
b4705	129	7.03401	0	0
b0817	468	30.877	4	621.985
b0818	1119	620	4	30.9759
b0819	921	422	23	261.68
b0820	1593	1094	55	241.38
b0821	1266	767	2	12.5196
b0822	816	317	11	166.605
b0823	2433	1934	0	0
b0824	900	401	0	0
b0825	663	164.095	2	58.518
b0826	750	251	3	57.3856
b0827	1236	737	14	91.2044
b0828	966	467	3	30.8432
b0829	1872	1373	7	24.4784
b0830	1539	1040	4	18.4664
b0831	921	422	1	11.3774
b0832	912	413	1	11.6253
b0833	2349	1850	9	23.3575
b0834	1329	830	13	75.2005
b0835	1326	827	50	290.282
b0836	384	17.5267	0	0
b0837	1116	617	0	0
b0838	627	128.777	1	37.2836
b0839	1203	704	16	109.12
b0840	759	260	6	110.798
b0841	597	101.058	11	522.61
b0842	1233	734	10	65.4123
b0843	285	11.1465	0	0
b0844	816	317	0	0
b0845	1209	710	7	47.3364
b0846	537	57.4692	1	83.545
b0847	1686	1187	7	28.3141
b0848	378	16.9581	0	0
b0849	258	10.1192	0	0
b0850	288	11.2734	0	0
b0851	723	224.001	9	192.907
b0852	903	404	13	154.496
b0853	477	33.2366	0	0
b0854	1113	614	0	0
b0855	1134	635	1	7.56104
b0856	954	455	0	0
b0857	846	347	0	0
b0858	489	36.8111	3	391.289
b0859	1128	629	7	53.4322
b0860	732	233	3	61.8187
b0861	669	170.064	7	197.625
b0862	717	218.002	11	242.264
b0863	732	233	10	206.062
b0864	729	230.001	14	292.25
b0865	516	47.0179	0	0
b0866	324	13.047	0	0
b0867	831	332	2	28.9233
b0868	1014	515	21	195.78
b0869	1431	932	5	25.7578
b0870	1002	503	4	38.181
b0871	1719	1220	3	11.8064
b0872	969	470	0	0
b0873	1653	1154	0	0
b0874	900	401	3	35.9197
b0875	696	197.009	1	24.3708
b0876	1659	1160	15	62.0853
b0877	993	494	42	408.204
b0878	1116	617	2	15.5632
b0879	1947	1448	0	0
b0880	225	9.09363	0	0
b0881	321	12.8791	0	0
b0882	2277	1778	45	121.517
b0883	88	6.42162	0	0
b0884	219	8.9292	0	0
b0885	705	206.004	7	163.146
b0886	1722	1223	13	51.0355
b0887	1767	1268	4	15.1459
b0888	966	467	106	1089.79
b0889	495	38.8032	0	0
b0890	3990	3491	85	116.903
b0891	612	114.607	5	209.467
b0892	1344	845	20	113.639
b0893	1293	794	142	858.664
b0894	2445	1946	0	0
b0895	618	120.213	0	0
b0896	864	365	0	0
b0897	627	128.777	0	0
b0898	1149	650	6	44.3193
b0899	1431	932	1	5.15157
b0900	909	410	2	23.4208
b0901	591	95.8682	0	0
b0902	741	242	9	178.559
b0903	2283	1784	198	532.875
b0904	858	359	5	66.8699
b0905	1761	1262	79	300.554
b0906	693	194.011	2	49.4947
b0907	1089	590	12	97.6528
b0908	1284	785	12	73.3951
b0909	765	266	0	0
b0910	684	185.022	26	674.691
b0911	1674	1175	2871	11731.4
b0912	285	11.1465	0	0
b0913	2265	1766	2	5.43744
b0914	1749	1250	102	391.783
b0915	987	488	10	98.3865
