target_id	length	eff_length	est_counts	tpm
b0231	1056	557	1	7.36251
b0232	294	11.5358	0	0
b0233	399	19.1073	0	0
b0234	453	27.47	0	0
b0235	207	8.61779	0	0
b0236	501	40.9449	0	0
b0237	1458	959	231	987.812
b0238	459	28.7601	3	427.772
b0239	1245	746	10	54.9721
b0240	402	19.4536	0	0
b0241	1056	557	4	29.45
b0242	1104	605	14	94.8972
b0243	1254	755	38	206.404
b0244	76	6.26311	0	0
b4626	63	6.10029	0	0
b0245	342	14.1482	0	0
b0246	318	12.7153	0	0
b4504	222	9.01066	0	0
b0247	477	33.2366	0	0
b0248	459	28.7601	0	0
b0249	240	9.53274	0	0
b0250	468	30.877	1	132.814
b0251	444	25.6983	0	0
b4627	222	9.01066	0	0
b4628	192	8.25831	0	0
b0252	822	323	2	25.3927
b0253	864	365	2	22.4708
b0254	894	395	2	20.7641
b4587	684	185.022	2	44.3289
b0256	1152	653	0	0
b0258	1108	609	2	13.4677
b0259	1017	518	14.6429	115.925
b0260	1404	905	2	9.0628
b0261	933	434	0	0
b0262	1047	548	2	14.9668
b0263	348	14.5549	0	0
b0264	504	42.0749	0	0
b0265	276	10.782	0	0
b4708	174	7.86552	0	0
b4505	249	9.81725	0	0
b0266	309	12.2468	0	0
b0267	1155	656	0	0
b0268	909	410	4	40.0089
b0269	1968	1469	1	2.79164
b0270	1383	884	0	0
b0271	1611	1112	1	3.68787
b0272	759	260	4	63.091
b0273	1005	506	1	8.10458
b4688	205	8.56803	0	0
b0274	504	42.0749	0	0
b0275	276	10.782	0	0
b0276	828	329	1	12.4648
b0277	627	128.777	1	31.8452
b0278	699	200.007	1	20.5039
b0279	855	356	0	0
b0280	441	25.1479	0	0
b0281	1401	902	21	95.4759
b4629	49	5.93211	0	0
b4694	339	13.9528	0	0
b4695	78	6.28896	0	0
b0283	957	458	0	0
b0284	2199	1700	1	2.4123
b0285	957	458	0	0
b0286	690	191.014	0	0
b0287	615	117.399	5	174.658
b0288	330	13.3957	0	0
b0289	711	212.003	0	0
b0290	1644	1145	0	0
b0291	2526	2027	1	2.02315
b0292	669	170.064	0	0
b0293	588	93.3306	1	43.9397
b0294	591	95.8682	0	0
b0295	228	9.17816	0	0
b4506	141	7.23733	0	0
b0296	264	10.331	0	0
b4671	102	6.61767	0	0
b4630	90	6.44887	0	0
b0297	872	373	1	10.9944
b0298	300	11.8104	0	0
b0299	867	368	0.4	4.45752
b0300	684	185.022	2	44.3289
b4631	129	7.03401	0	0
b0301	594	98.4446	1	41.6571
b0303	237	9.44154	0	0
b0304	1326	827	0	0
b0305	855	356	0	0
b0306	720	221.001	0	0
b0307	1428	929	2	8.82867
b0308	696	197.009	0	0
b0310	669	170.064	0	0
b0311	1671	1172	4	13.9963
b0312	1473	974	10	42.1039
b0313	588	93.3306	10	439.397
b0314	2034	1535	10	26.7161
b0315	1089	590	7	48.6549
b0316	933	434	0	0
b0317	498	39.8547	0	0
b0318	606	109.099	0	0
b0319	864	365	1	11.2354
b0320	1548	1049	0	0
b0321	1419	920	1	4.45752
b0323	951	452	0	0
b0324	1383	884	2	9.27809
b0325	1050	551	5	37.2134
b0326	816	317	0	0
b0327	246	9.72054	0	0
b0328	672	173.052	1	23.6976
b0329	276	10.782	0	0
b0330	1587	1088	0	0
b0331	891	392	1	10.4615
b0333	1170	671	0	0
b0334	1452	953	0	0
b0335	1887	1388	0	0
b0336	1260	761	6	32.3331
b0337	1284	785	13	67.9133
b0338	900	401	0	0
b0339	660	161.116	0	0
b0340	471	31.6352	0	0
b0341	1155	656	0	0
b0342	612	114.607	0	0
b0343	1254	755	1	5.43168
b0344	3075	2576	4	6.36788
b0345	1083	584	2	14.0442
b0346	834	335	0	0
b0347	1665	1166	0	0
b0348	945	446	0	0
b0349	867	368	0	0
b0350	810	311	0	0
b0351	951	452	0	0
b0352	1014	515	0	0
b0353	1212	713	0	0
b0354	540	59.1642	3	207.942
b0355	834	335	16	195.865
b0356	1110	611	10	67.1181
b0357	276	10.782	0	0
b0358	774	275	0	0
b4579	698	199.008	0	0
b0360	366	15.9154	0	0
b0361	906	407	1.59242	16.0451
b0363	1197	698	1	5.87524
b0364	558	70.4455	0	0
b0365	963	464	0	0
b0366	768	269	0	0
b0367	828	329	1	12.4648
b0368	852	353	0	0
b0369	975	476	51	439.384
b4580	2907	2408	11	18.7334
b0372	867	368	0.4	4.45752
b0373	300	11.8104	0	0
b0375	624	125.904	0	0
b0376	1158	659	11	68.4523
b0377	1221	722	5	28.3997
b0378	1095	596	3	20.6422
b0379	309	12.2468	0	0
b0380	213	8.77069	0	0
b0381	1095	596	55	378.44
b0382	261	10.224	0	0
b0383	1416	917	0	0
b0384	321	12.8791	0	0
b0385	1116	617	0	0
b0386	810	311	6	79.1173
b0387	459	28.7601	0	0
b0388	525	51.202	11	881.022
b0389	192	8.25831	0	0
b0390	678	179.034	6	137.435
b0391	285	11.1465	0	0
b0392	342	14.1482	0	0
b0393	912	413	22	218.451
b0394	909	410	2	20.0045
b0396	1185	686	0	0
b0397	3147	2648	14	21.6816
b0398	1203	704	11	64.0768
b0399	690	191.014	1	21.4692
b0400	1296	797	3	15.4363
b0401	1320	821	28	139.861
b0402	1374	875	23	107.795
b0403	1815	1316	1	3.1162
b0404	582	88.3792	1	46.4014
b0405	1071	572	32	229.422
b0406	1128	629	79	515.059
b0407	333	13.5766	0	0
b0408	1848	1349	119	361.756
b0409	972	473	24	208.08
b0410	348	14.5549	0	0
b0411	885	386	152	1614.87
b0412	540	59.1642	1	69.3141
b0413	450	26.8585	0	0
b0414	1104	605	7	47.4486
b0415	471	31.6352	1	129.631
b0416	420	21.7802	0	0
b0417	978	479	12	102.737
b0418	519	48.3653	1	84.7904
b0419	975	476	7	60.3076
b0420	1863	1364	9	27.0588
b0421	900	401	18	184.081
b0422	243	9.62572	0	0
b0423	1449	950	66	284.906
b0424	591	95.8682	0	0
b0425	912	413	12	119.155
b0426	492	37.7891	4	434.084
b0427	1365	866	10	47.3547
b0428	891	392	177	1851.69
b0429	330	13.3957	0	0
b0430	615	117.399	27	943.152
b0431	1992	1493	513	1409.09
b0432	948	449	415	3790.38
b0433	1476	977	27	113.331
b0434	579	85.9688	16	763.238
b0435	318	12.7153	0	0
b0436	1299	800	885	4536.64
b0437	624	125.904	67	2182.3
b0438	1275	776	132	697.578
b0439	2355	1856	208	459.585
b0440	273	10.6657	0	0
b0441	1872	1373	92	274.788
b0442	372	16.4218	0	0
b0443	399	19.1073	0	0
b0444	696	197.009	5	104.079
b0445	1701	1202	3	10.2352
b0446	819	320	3	38.4461
b0447	459	28.7601	0	0
b0448	1773	1274	9	28.9704
b0449	1782	1283	7	22.3744
b0450	339	13.9528	0	0
b0451	1287	788	0	0
b0452	861	362	12	135.942
b0453	573	81.2865	2	100.9
b0454	390	18.1303	0	0
b0456	354	14.9839	0	0
b0457	1551	1052	4	15.5928
b0458	471	31.6352	3	388.894
b0459	552	66.4726	21	1295.56
b0460	219	8.9292	0	0
b0461	375	16.6861	0	0
b0462	3150	2651	145	224.305
b0463	1194	695	51	300.931
b0464	648	149.243	6	164.869
b0465	3363	2864	45	64.4348
b0466	162	7.62437	0	0
b0467	528	52.6932	0	0
b0468	378	16.9581	0	0
b0469	552	66.4726	11	678.626
b0470	1932	1433	26	74.406
b0471	330	13.3957	0	0
b0472	606	109.099	16	601.425
b0473	1875	1376	315	938.8
b0474	645	146.29	133	3728.37
b0475	963	464	11	97.22
b0476	960	461	2	17.7914
b0477	1305	806	38	193.343
b0478	1677	1178	39	135.769
b0479	1221	722	2	11.3599
b0480	1653	1154	9	31.9829
b0481	480	34.082	1	120.325
b0482	795	296	4	55.4178
b0483	342	14.1482	0	0
b0484	2505	2006	15	30.6649
b0485	933	434	0	0
b0486	1293	794	1	5.16488
b0487	408	20.1799	0	0
b0488	459	28.7601	0	0
b0489	918	419	2	19.5748
b0490	678	179.034	5	114.529
b0491	780	281	2	29.188
b0492	855	356	42	483.816
b0493	810	311	5	65.9311
b0494	627	128.777	3	95.5356
b0495	687	188.018	0	0
b0496	2415	1916	1	2.14035
b0497	4281	3782	2	2.16865
b0498	369	16.165	0	0
b0499	708	209.003	0	0
b0501	491	37.4592	0	0
b4632	93	6.49021	0	0
b0502	423	22.2141	0	0
b0503	1095	596	3	20.6422
b0504	927	428	0	0
b0505	483	34.9588	0	0
b0506	816	317	8	103.493
b0507	1782	1283	0	0
b0508	777	278	1	14.7515
b0509	879	380	0	0
b0511	1455	956	0	0
b0512	1362	863	0	0
b0513	1302	803	0	0
b0514	1146	647	0	0
b0515	786	287	0	0
b0516	1236	737	0	0
b0517	1050	551	0	0
b0518	1668	1169	0	0
b4572	1260	761	0	0
b0520	816	317	0	0
b0521	894	395	0	0
b0522	1068	569	4	28.8289
b0523	510	44.4593	0	0
b0524	723	224.001	6	109.846
b0525	495	38.8032	39	4121.71
b0526	1386	887	95	439.219
b0527	522	49.7597	0	0
b0528	213	8.77069	0	0
b0529	867	368	12	133.726
b0530	543	60.9118	0	0
b0531	693	194.011	0	0
b0532	2604	2105	2	3.89636
b0533	984	485	1	8.4555
b0534	516	47.0179	0	0
b0535	633	134.567	0	0
b0536	77	6.27601	0	0
b0537	1164	665	20	123.336
b4633	222	9.01066	0	0
b0539	279	10.9009	0	0
b4508	312	12.3992	0	0
b0542	306	12.0979	0	0
b0540	300	11.8104	0	0
b0541	867	368	0.4	4.45752
b0543	333	13.5766	0	0
b0544	1527	1028	0	0
b0545	552	66.4726	0	0
b0546	798	299	2	27.4309
b4588	102	6.61767	0	0
b0547	456	28.1035	0	0
b0548	171	7.80376	0	0
b0549	291	11.4031	0	0
b0550	363	15.6727	0	0
b4509	141	7.23733	0	0
b0551	384	17.5267	0	0
b0553	1098	599	141	965.324
b0552	1017	518	14.6429	115.925
b0554	216	8.84923	0	0
b0555	498	39.8547	1	102.897
b0556	462	29.4405	0	0
b4510	183	8.05699	0	0
b0557	294	11.5358	0	0
b0558	411	20.5608	0	0
b0559	207	8.61779	0	0
b4589	195	8.32774	0	0
b0560	546	62.7123	1.06607e-06	6.97134e-05
b4634	309	12.2468	0	0
b0561	438	24.6163	0	0
b0562	657	158.14	1	25.9322
b0563	183	8.05699	0	0
b0564	750	251	2	32.6766
b0565	954	455	206	1856.68
b4635	45	5.88363	0	0
b0566	762	263	0	0
b0567	891	392	0	0
b0568	2973	2474	11	18.2337
b0569	2238	1739	0	0
b0570	1443	944	8	34.7535
b0571	684	185.022	1	22.1645
b0572	1374	875	0	0
b0573	333	13.5766	0	0
b0574	1224	725	0	0
b0575	3144	2645	1	1.55044
b0576	1377	878	27	126.11
b0577	1248	749	15	82.1278
b0578	654	155.169	17	449.289
b0579	369	16.165	0	0
b0580	249	9.81725	0	0
b0581	1119	620	2	13.2288
b4415	153	7.45333	0	0
b0582	1113	614	18.3333	122.449
b0583	621	123.049	0	0
b0584	2241	1742	2	4.70828
b0585	1203	704	2	11.6503
b4511	219	8.9292	0	0
b0586	3882	3383	15	18.1832
b0587	1134	635	0	0
b0588	816	317	4	51.7466
b0589	993	494	0	0
b0590	1005	506	0	0
b0591	1251	752	12	65.4401
b0592	957	458	5	44.7698
b0593	1176	677	2	12.115
b0594	1611	1112	6	22.1272
b0595	858	359	1	11.4232
b0596	747	248	0	0
b0597	414	20.9541	0	0
b0598	2106	1607	4	10.2076
b4512	198	8.39836	0	0
b0599	1089	590	7	48.6549
b0600	1161	662	1	6.19474
b0601	630	131.665	0	0
b0602	1221	722	1	5.67994
b0603	903	404	1	10.1508
b0604	747	248	6	99.2157
b0605	564	74.6286	92	5055.49
b0606	1566	1067	131	503.486
b0607	429	23.1265	0	0
b0608	1239	740	2	11.0836
b0610	411	20.5608	0	0
b0611	807	308	9	119.832
b0612	1464	965	0	0
b0613	879	380	0	0
b0614	552	66.4726	0	0
b0615	1533	1034	0	0
b0616	909	410	0	0
b0617	297	11.6716	0	0
b0618	1059	560	0	0
b0619	1659	1160	4	14.1411
b0620	681	182.027	0	0
b0621	1386	887	0	0
b0622	561	72.511	0	0
b0623	210	8.69356	0	0
b0624	384	17.5267	0	0
b4581	789	290	0	0
b0627	204	8.54336	0	0
b0628	966	467	76	667.387
b0629	954	455	3	27.039
b0630	642	143.344	8	228.871
b0631	264	10.331	0	0
b0632	1212	713	53	304.837
b0633	1089	590	23	159.866
b0634	1113	614	43	287.198
b0635	1902	1403	66	192.915
b0636	468	30.877	0	0
b0637	318	12.7153	0	0
b0638	612	114.607	2	71.5651
b0639	642	143.344	4	114.435
b0640	1032	533	19	146.186
b0641	582	88.3792	8	371.211
b0642	2583	2084	267	525.405
b0643	483	34.9588	0	0
b0644	978	479	0	0
b0645	708	209.003	0	0
b0646	1428	929	1	4.41433
b0647	555	68.4326	0	0
b0648	708	209.003	0	0
b0649	1452	953	1	4.30316
b0650	1671	1172	1	3.49907
b0651	936	437	2	18.7685
b0652	726	227.001	0	0
b0653	675	176.042	2	46.5902
b0654	741	242	1	16.9459
b0655	909	410	5	50.0112
b0656	1017	518	14.6429	115.925
b0657	1539	1040	21	82.807
b0658	879	380	25	269.797
b0659	468	30.877	0	0
b0660	1041	542	31	234.554
b0661	1425	926	49	217.003
b0662	1176	677	1	6.05748
b0664	75	6.25028	0	0
b0665	75	6.25028	0	0
b0666	77	6.27601	0	0
b0668	75	6.25028	0	0
b0670	75	6.25028	0	0
b0672	85	6.3812	0	0
b0673	77	6.27601	0	0
b0674	1665	1166	14	49.2391
b0675	753	254	19	306.761
b0676	1221	722	20	113.599
b0677	1149	650	12	75.7092
b0678	801	302	16	217.267
b0679	1947	1448	40	113.285
b0680	1665	1166	47	165.303
b0681	1407	908	1	4.51643
b0682	327	13.2192	0	0
b0683	447	26.2683	0	0
b4637	87	6.40809	0	0
b0684	531	54.2343	80	6049.18
b0685	294	11.5358	0	0
b0686	765	266	6	92.5019
b0687	546	62.7123	40	2615.7
b0688	1641	1142	86	308.826
b0689	495	38.8032	0	0
b0691	651	152.203	1	26.9438
b4636	150	7.39808	0	0
b0692	1320	821	0	0
b0693	2199	1700	0	0
b4590	258	10.1192	0	0
b0694	678	179.034	1	22.9058
b0695	2685	2186	8	15.0079
b0696	573	81.2865	3	151.35
b0697	2049	1550	8	21.166
b0698	1674	1175	7	24.431
b4513	90	6.44887	0	0
b0699	207	8.61779	0	0
b0700	4194	3695	4.33606	4.8124
b0702	327	13.2192	0	0
b0703	1521	1022	0	0
b0704	570	79.0173	0	0
b4514	240	9.53274	0	0
b0705	1137	638	0	0
b0706	762	263	0	0
b0707	510	44.4593	0	0
b0708	1419	920	2	8.91503
b0709	1482	983	2	8.34367
b0710	744	245	3	50.2153
b0711	657	158.14	3	77.7966
b0712	933	434	3	28.3473
b0713	735	236	1	17.3767
b0714	792	293	0	0
b0715	1047	548	1	7.48342
b0716	1062	563	2	14.5681
b0717	729	230.001	0	0
b0718	2448	1949	0	0
b0719	567	76.7977	0	0
b0720	1284	785	1	5.2241
b0721	390	18.1303	0	0
b0722	348	14.5549	0	0
b0723	1767	1268	11	35.5758
b0724	717	218.002	6	112.868
b0726	2802	2303	32	56.9819
b0727	1218	719	13	74.1473
b0728	1167	668	10	61.391
b0729	870	371	8	88.4294
b0730	723	224.001	3	54.9228
b0731	1977	1478	0	0
b0732	2634	2135	3	5.76241
b0733	1569	1070	255	977.321
b0734	1140	641	74	473.429
b4515	114	6.79612	0	0
b0735	294	11.5358	0	0
b0736	405	19.811	0	0
b0737	693	194.011	17	359.338
b0738	429	23.1265	0	0
b0739	1266	767	31	165.748
b0740	1293	794	62	320.223
b0741	522	49.7597	28	2307.6
b0742	792	293	44	615.837
b0743	76	6.26311	0	0
b0744	76	6.26311	0	0
b0745	76	6.26311	0	0
b0746	76	6.26311	0	0
b0747	76	6.26311	0	0
b0748	76	6.26311	0	0
b0749	76	6.26311	0	0
b0750	1044	545	4	30.0985
b0751	720	221.001	2	37.1122
b0752	942	443	1	9.25715
b0753	381	17.2382	0	0
b0754	1053	554	24	177.657
b0755	753	254	117	1889
b0756	1041	542	15	113.494
b0757	1149	650	6	37.8546
b0758	1047	548	4	29.9337
b0759	1017	518	8	63.3346
b0760	1473	974	5	21.0519
b0761	789	290	5	70.7054
b0762	150	7.39808	0	0
b0763	774	275	7	104.387
b0764	690	191.014	2	42.9384
b0765	1059	560	2	14.6461
b0766	819	320	15	192.23
b0767	996	497	15	123.77
b0768	954	455	0	0
b0769	1053	554	0	0
b0770	1434	935	0	0
b0771	2262	1763	0	0
b0772	1284	785	28	146.275
b0773	477	33.2366	0	0
b0774	1290	791	0	0
b0775	1041	542	1	7.56627
b0776	1155	656	0	0
b0777	756	257	0	0
b0778	678	179.034	0	0
b0779	2022	1523	36	96.9356
b0780	909	410	5	50.0112
b0781	990	491	35	292.326
b0782	513	45.7163	2	179.407
b0783	486	35.8681	0	0
b0784	246	9.72054	0	0
b0785	453	27.47	0	0
b0786	705	206.004	20	398.139
b0787	714	215.002	0	0
b0788	957	458	0	0
b0789	1242	743	0	0
b0790	762	263	0	0
b0791	411	20.5608	0	0
b0792	1107	608	2	13.4899
b0793	1134	635	1	6.45813
b0794	1737	1238	2	6.62507
b0795	999	500	2	16.4037
b0796	672	173.052	3	71.0928
b0797	1365	866	33	156.27
b0798	483	34.9588	0	0
b0799	2151	1652	16	39.7183
b0800	963	464	5	44.1909
b0801	1086	587	4	27.9449
b0802	261	10.224	0	0
b0803	267	10.4402	0	0
b0804	678	179.034	1	22.9058
b0805	2283	1784	14	32.1821
b0806	261	10.224	0	0
b0807	927	428	15	143.724
b0808	2226	1727	1	2.37459
b0809	723	224.001	9	164.768
b0810	660	161.116	6	152.72
b0811	747	248	15	248.039
b0812	504	42.0749	5	487.336
b0813	888	389	4	42.1688
b0814	516	47.0179	282	24596.1
b0815	1584	1085	25	94.4911
b4705	129	7.03401	0	0
b0817	468	30.877	1	132.814
b0818	1119	620	6	39.6863
b0819	921	422	34	330.406
b0820	1593	1094	76	284.89
b0821	1266	767	6	32.0802
b0822	816	317	10	129.366
b0823	2433	1934	0	0
b0824	900	401	1	10.2267
b0825	663	164.095	0	0
b0826	750	251	4	65.3532
b0827	1236	737	13	72.3364
b0828	966	467	4	35.1256
b0829	1872	1373	2	5.97366
b0830	1539	1040	4	15.7728
b0831	921	422	1	9.71781
b0832	912	413	1	9.92958
b0833	2349	1850	12	26.6005
b0834	1329	830	8	39.5269
b0835	1326	827	32	158.681
b0836	384	17.5267	0	0
b0837	1116	617	0	0
b0838	627	128.777	1	31.8452
b0839	1203	704	18	104.853
b0840	759	260	2	31.5455
b0841	597	101.058	21	852.178
b0842	1233	734	10	55.8708
b0843	285	11.1465	0	0
b0844	816	317	5	64.6832
b0845	1209	710	6	34.6556
b0846	537	57.4692	1	71.3586
b0847	1686	1187	12	41.4583
b0848	378	16.9581	0	0
b0849	258	10.1192	0	0
b0850	288	11.2734	0	0
b0851	723	224.001	7	128.153
b0852	903	404	10	101.508
b0853	477	33.2366	3	370.157
b0854	1113	614	0	0
b0855	1134	635	1	6.45813
b0856	954	455	0	0
b0857	846	347	0	0
b0858	489	36.8111	1	111.404
b0859	1128	629	10	65.1974
b0860	732	233	3	52.8014
b0861	669	170.064	9	217.026
b0862	717	218.002	7	131.68
b0863	732	233	16	281.607
b0864	729	230.001	13	231.79
b0865	516	47.0179	0	0
b0866	324	13.047	0	0
b0867	831	332	4	49.4086
b0868	1014	515	15	119.444
b0869	1431	932	5	22.0006
b0870	1002	503	3	24.4587
b0871	1719	1220	1	3.36141
b0872	969	470	0	0
b0873	1653	1154	0	0
b0874	900	401	5	51.1336
b0875	696	197.009	2	41.6318
b0876	1659	1160	15	53.0291
b0877	993	494	68	564.499
b0878	1116	617	2	13.2931
b0879	1947	1448	3	8.49637
b0880	225	9.09363	0	0
b0881	321	12.8791	0	0
b0882	2277	1778	52	119.937
b0883	88	6.42162	0	0
b0884	219	8.9292	0	0
b0885	705	206.004	1	19.9069
b0886	1722	1223	23	77.1227
b0887	1767	1268	1	3.23416
b0888	966	467	122	1071.33
b0889	495	38.8032	1	105.685
b0890	3990	3491	117	137.441
b0891	612	114.607	6	214.695
b0892	1344	845	13	63.091
b0893	1293	794	156	805.721
b0894	2445	1946	1	2.10736
b0895	618	120.213	0	0
b0896	864	365	0	0
b0897	627	128.777	1	31.8452
b0898	1149	650	2	12.6182
b0899	1431	932	2	8.80025
b0900	909	410	0	0
b0901	591	95.8682	1	42.7766
b0902	741	242	5	84.7296
b0903	2283	1784	267	613.758
b0904	858	359	4	45.6927
b0905	1761	1262	89	289.209
b0906	693	194.011	0	0
b0907	1089	590	20	139.014
b0908	1284	785	16	83.5855
b0909	765	266	2	30.834
b0910	684	185.022	40	886.579
b0911	1674	1175	3148	10987
b0912	285	11.1465	0	0
b0913	2265	1766	0	0
