target_id	length	eff_length	est_counts	tpm
b0151	798	299	13	181.119
b0152	891	392	7	74.388
b0153	1983	1484	5	14.0355
b0154	1281	782	34	181.119
b0155	1422	923	5	22.5662
b0156	345	14.3489	0	0
b0157	624	125.904	2	66.1729
b0158	801	302	3	41.3814
b0159	699	200.007	51	1062.22
b0160	1518	1019	9	36.7925
b0161	1425	926	100	449.863
b0162	1158	659	1	6.32129
b0163	387	17.824	0	0
b0164	813	314	1	13.2666
b0166	825	326	129	1648.4
b0167	2673	2174	26	49.8201
b0168	795	296	51	717.744
b0169	726	227.001	424	7780.89
b0170	852	353	684	8071.83
b0171	726	227.001	25	458.779
b0172	558	70.4455	71	4198.52
b0173	1197	698	6	35.8085
b0174	762	263	18	285.107
b0175	858	359	4	46.4148
b0176	1353	854	38	185.36
b0177	2433	1934	118	254.165
b0178	486	35.8681	42	4877.89
b0179	1026	527	148	1169.88
b0180	456	28.1035	2	296.456
b0181	789	290	30	430.937
b0182	1149	650	50	320.441
b0183	597	101.058	7	288.549
b0184	3483	2984	62	86.5533
b0185	960	461	43	388.56
b0186	2142	1643	1	2.53544
b0187	390	18.1303	0	0
b0188	1299	800	6	31.243
b0189	255	10.0165	0	0
b4406	201	8.47023	0	0
b0190	546	62.7123	8	531.408
b0191	423	22.2141	0	0
b0192	711	212.003	14	275.092
b0193	825	326	1	12.7783
b0194	1719	1220	124	423.402
b0195	708	209.003	1	19.9314
b0196	405	19.811	0	0
b0197	816	317	18	236.54
b0198	654	155.169	0	0
b0199	1032	533	7	54.7094
b0200	576	83.6041	0	0
b0201	1542	1043	13.995	55.8958
b0202	77	6.27601	0	0
b0203	76	6.26311	0	0
b0204	2904	2405	10.3788	17.9772
b0205	120	6.88922	0	0
b0206	77	6.27601	0	0
b0207	804	305	1	13.6581
b0208	915	416	2	20.0275
b0209	801	302	8	110.35
b0210	624	125.904	0	0
b0211	1359	860	77	372.978
b0212	756	257	13	210.718
b0213	723	224.001	7	130.178
b0214	468	30.877	0	0
b0215	732	233	6	107.272
b0216	77	6.27601	0	0
b0217	786	287	0	0
b4586	480	34.082	0	0
b0218	357	15.2072	0	0
b4503	273	10.6657	0	0
b0219	771	272	2	30.6303
b0220	474	32.4213	0	0
b0221	2445	1946	1	2.14066
b0222	579	85.9688	11	533.019
b0223	768	269	7	108.402
b0224	741	242	17	292.634
b0225	279	10.9009	0	0
b0226	261	10.224	0	0
b0227	750	251	0	0
b0228	498	39.8547	0	0
b0229	1713	1214	1	3.43141
b0230	756	257	0	0
b0231	1056	557	3	22.4366
b0232	294	11.5358	0	0
b0233	399	19.1073	0	0
b0234	453	27.47	0	0
b0235	207	8.61779	0	0
b0236	501	40.9449	0	0
b0237	1458	959	474	2058.97
b0238	459	28.7601	6	869.065
b0239	1245	746	10	55.8408
b0240	402	19.4536	0	0
b0241	1056	557	1	7.47886
b0242	1104	605	11	75.7405
b0243	1254	755	15	82.7628
b0244	76	6.26311	0	0
b4626	63	6.10029	0	0
b0245	342	14.1482	0	0
b0246	318	12.7153	0	0
b4504	222	9.01066	0	0
b0247	477	33.2366	0	0
b0248	459	28.7601	0	0
b0249	240	9.53274	0	0
b0250	468	30.877	1	134.913
b0251	444	25.6983	0	0
b4627	222	9.01066	0	0
b4628	192	8.25831	0	0
b0252	822	323	0	0
b0253	864	365	0	0
b0254	894	395	2	21.0923
b4587	684	185.022	2	45.0295
b0256	1152	653	4.66667	29.7704
b0258	1108	609	3	20.5208
b0259	1017	518	18.8738	151.782
b0260	1404	905	0	0
b0261	933	434	4	38.3938
b0262	1047	548	0	0
b0263	348	14.5549	0	0
b0264	504	42.0749	0.5	49.5038
b0265	276	10.782	0	0
b4708	174	7.86552	0	0
b4505	249	9.81725	0	0
b0266	309	12.2468	0	0
b0267	1155	656	0	0
b0268	909	410	0	0
b0269	1968	1469	3	8.50727
b0270	1383	884	0	0
b0271	1611	1112	1	3.74616
b0272	759	260	3	48.0661
b0273	1005	506	1	8.23266
b4688	205	8.56803	0	0
b0274	504	42.0749	0.5	49.5038
b0275	276	10.782	0	0
b0276	828	329	0	0
b0277	627	128.777	1	32.3485
b0278	699	200.007	2	41.6558
b0279	855	356	0	0
b0280	441	25.1479	0	0
b0281	1401	902	39	180.115
b4629	49	5.93211	0	0
b4694	339	13.9528	0	0
b4695	78	6.28896	0	0
b0283	957	458	0	0
b0284	2199	1700	0	0
b0285	957	458	0	0
b0286	690	191.014	0	0
b0287	615	117.399	5	177.418
b0288	330	13.3957	0	0
b0289	711	212.003	0	0
b0290	1644	1145	1	3.63819
b0291	2526	2027	1	2.05512
b0292	669	170.064	1	24.4951
b0293	588	93.3306	0	0
b0294	591	95.8682	1	43.4526
b0295	228	9.17816	0	0
b4506	141	7.23733	0	0
b0296	264	10.331	0	0
b4671	102	6.61767	0	0
b4630	90	6.44887	0	0
b0297	872	373	0	0
b0298	300	11.8104	0	0
b0299	867	368	0.8	9.05593
b0300	684	185.022	4	90.0591
b4631	129	7.03401	0	0
b0301	594	98.4446	0	0
b0303	237	9.44154	0	0
b0304	1326	827	0	0
b0305	855	356	0	0
b0306	720	221.001	1	18.8493
b0307	1428	929	0	0
b0308	696	197.009	0	0
b0310	669	170.064	0	0
b0311	1671	1172	5	17.7719
b0312	1473	974	9	38.4923
b0313	588	93.3306	6	267.804
b0314	2034	1535	17	46.1351
b0315	1089	590	7	49.4239
b0316	933	434	1	9.59845
b0317	498	39.8547	0	0
b0318	606	109.099	0	0
b0319	864	365	0	0
b0320	1548	1049	0	0
b0321	1419	920	0	0
b0323	951	452	1	9.21621
b0324	1383	884	5	23.5618
b0325	1050	551	4	30.2412
b0326	816	317	0	0
b0327	246	9.72054	0	0
b0328	672	173.052	1	24.0721
b0329	276	10.782	0	0
b0330	1587	1088	1	3.82879
b0331	891	392	1	10.6269
b0333	1170	671	0	0
b0334	1452	953	0	0
b0335	1887	1388	0	0
b0336	1260	761	8	43.7921
b0337	1284	785	2	10.6133
b0338	900	401	0	0
b0339	660	161.116	2	51.7111
b0340	471	31.6352	0	0
b0341	1155	656	0	0
b0342	612	114.607	1	36.3481
b0343	1254	755	0	0
b0344	3075	2576	3	4.85139
b0345	1083	584	10	71.3309
b0346	834	335	2	24.87
b0347	1665	1166	0	0
b0348	945	446	0	0
b0349	867	368	0	0
b0350	810	311	0	0
b0351	951	452	0	0
b0352	1014	515	0	0
b0353	1212	713	1	5.84253
b0354	540	59.1642	0	0
b0355	834	335	4	49.74
b0356	1110	611	7	47.7252
b0357	276	10.782	0	0
b0358	774	275	0	0
b4579	698	199.008	1	20.9325
b0360	366	15.9154	0	0
b0361	906	407	3.5	35.8232
b0363	1197	698	0	0
b0364	558	70.4455	0	0
b0365	963	464	0	0
b0366	768	269	0	0
b0367	828	329	0	0
b0368	852	353	0	0
b0369	975	476	62	542.595
b4580	2907	2408	20	34.5991
b0372	867	368	0.8	9.05593
b0373	300	11.8104	0	0
b0375	624	125.904	0	0
b0376	1158	659	5	31.6064
b0377	1221	722	0	0
b0378	1095	596	9	62.9053
b0379	309	12.2468	0	0
b0380	213	8.77069	0	0
b0381	1095	596	62	433.347
b0382	261	10.224	0	0
b0383	1416	917	0	0
b0384	321	12.8791	0	0
b0385	1116	617	0	0
b0386	810	311	6	80.3677
b0387	459	28.7601	0	0
b0388	525	51.202	4	325.435
b0389	192	8.25831	0	0
b0390	678	179.034	5	116.339
b0391	285	11.1465	0	0
b0392	342	14.1482	0	0
b0393	912	413	18	181.557
b0394	909	410	0	0
b0396	1185	686	0	0
b0397	3147	2648	14	22.0242
b0398	1203	704	11	65.0895
b0399	690	191.014	0	0
b0400	1296	797	2	10.4535
b0401	1320	821	19	96.4054
b0402	1374	875	14	66.6516
b0403	1815	1316	1	3.16545
b0404	582	88.3792	1	47.1347
b0405	1071	572	37	269.461
b0406	1128	629	72	476.84
b0407	333	13.5766	0	0
b0408	1848	1349	83	256.305
b0409	972	473	11	96.8774
b0410	348	14.5549	0	0
b0411	885	386	217	2341.87
b0412	540	59.1642	0	0
b0413	450	26.8585	0	0
b0414	1104	605	9	61.9695
b0415	471	31.6352	0	0
b0416	420	21.7802	0	0
b0417	978	479	9	78.2704
b0418	519	48.3653	2	172.261
b0419	975	476	6	52.5092
b0420	1863	1364	24	73.2973
b0421	900	401	25	259.709
b0422	243	9.62572	0	0
b0423	1449	950	52	228.019
b0424	591	95.8682	10	434.526
b0425	912	413	14	141.211
b0426	492	37.7891	5	551.181
b0427	1365	866	6	28.8619
b0428	891	392	85	903.283
b0429	330	13.3957	0	0
b0430	615	117.399	29	1029.03
b0431	1992	1493	379	1057.48
b0432	948	449	327	3033.84
b0433	1476	977	28	119.386
b0434	579	85.9688	10	484.563
b0435	318	12.7153	0	0
b0436	1299	800	770	4009.51
b0437	624	125.904	63	2084.45
b0438	1275	776	128	687.13
b0439	2355	1856	119	267.091
b0440	273	10.6657	0	0
b0441	1872	1373	105	318.573
b0442	372	16.4218	0	0
b0443	399	19.1073	0	0
b0444	696	197.009	1	21.1449
b0445	1701	1202	4	13.8627
b0446	819	320	7	91.1253
b0447	459	28.7601	0	0
b0448	1773	1274	5	16.349
b0449	1782	1283	10	32.4686
b0450	339	13.9528	0	0
b0451	1287	788	0	0
b0452	861	362	17	195.628
b0453	573	81.2865	4	204.99
b0454	390	18.1303	0	0
b0456	354	14.9839	0	0
b0457	1551	1052	9	35.6384
b0458	471	31.6352	0	0
b0459	552	66.4726	9	564.015
b0460	219	8.9292	0	0
b0461	375	16.6861	0	0
b0462	3150	2651	155	243.564
b0463	1194	695	42	251.742
b0464	648	149.243	11	307.037
b0465	3363	2864	50	72.7257
b0466	162	7.62437	0	0
b0467	528	52.6932	2	158.112
b0468	378	16.9581	0	0
b0469	552	66.4726	14	877.357
b0470	1932	1433	25	72.6749
b0471	330	13.3957	0	0
b0472	606	109.099	18	687.296
b0473	1875	1376	316	956.664
b0474	645	146.29	180	5125.66
b0475	963	464	9	80.8007
b0476	960	461	2	18.0726
b0477	1305	806	44	227.409
b0478	1677	1178	26	91.943
b0479	1221	722	2	11.5394
b0480	1653	1154	10	36.0982
b0481	480	34.082	1	122.227
b0482	795	296	4	56.2936
b0483	342	14.1482	0	0
b0484	2505	2006	5	10.3832
b0485	933	434	1	9.59845
b0486	1293	794	0	0
b0487	408	20.1799	0	0
b0488	459	28.7601	0	0
b0489	918	419	1	9.94207
b0490	678	179.034	0	0
b0491	780	281	0	0
b0492	855	356	49	573.373
b0493	810	311	8	107.157
b0494	627	128.777	4	129.394
b0495	687	188.018	0	0
b0496	2415	1916	0	0
b0497	4281	3782	5	5.50731
b0498	369	16.165	0	0
b0499	708	209.003	0	0
b0501	491	37.4592	0	0
b4632	93	6.49021	0	0
b0502	423	22.2141	0	0
b0503	1095	596	0	0
b0504	927	428	0	0
b0505	483	34.9588	0	0
b0506	816	317	14	183.975
b0507	1782	1283	1	3.24686
b0508	777	278	0	0
b0509	879	380	0	0
b0511	1455	956	0	0
b0512	1362	863	0	0
b0513	1302	803	0	0
b0514	1146	647	0	0
b0515	786	287	2	29.0295
b0516	1236	737	0	0
b0517	1050	551	0	0
b0518	1668	1169	1	3.5635
b4572	1260	761	0	0
b0520	816	317	0	0
b0521	894	395	0	0
b0522	1068	569	10	73.2114
b0523	510	44.4593	0	0
b0524	723	224.001	8	148.775
b0525	495	38.8032	57	6119.24
b0526	1386	887	109	511.91
b0527	522	49.7597	0	0
b0528	213	8.77069	0	0
b0529	867	368	16	181.119
b0530	543	60.9118	0	0
b0531	693	194.011	0	0
b0532	2604	2105	0	0
b0533	984	485	1	8.58913
b0534	516	47.0179	0	0
b0535	633	134.567	0	0
b0536	77	6.27601	0	0
b0537	1164	665	12	75.171
b4633	222	9.01066	0	0
b0539	279	10.9009	0	0
b4508	312	12.3992	0	0
b0542	306	12.0979	0	0
b0540	300	11.8104	0	0
b0541	867	368	0.8	9.05593
b0543	333	13.5766	0	0
b0544	1527	1028	1	4.05226
b0545	552	66.4726	0	0
b0546	798	299	1	13.9322
b4588	102	6.61767	0	0
b0547	456	28.1035	0	0
b0548	171	7.80376	0	0
b0549	291	11.4031	0	0
b0550	363	15.6727	0	0
b4509	141	7.23733	0	0
b0551	384	17.5267	0	0
b0553	1098	599	136	945.808
b0552	1017	518	18.8738	151.782
b0554	216	8.84923	0	0
b0555	498	39.8547	0	0
b0556	462	29.4405	5	707.483
b4510	183	8.05699	0	0
b0557	294	11.5358	0	0
b0558	411	20.5608	0	0
b0559	207	8.61779	0	0
b4589	195	8.32774	0	0
b0560	546	62.7123	0	0
b4634	309	12.2468	0	0
b0561	438	24.6163	0	0
b0562	657	158.14	1	26.3421
b0563	183	8.05699	0	0
b0564	750	251	7	116.176
b0565	954	455	286	2618.46
b4635	45	5.88363	0	0
b0566	762	263	0	0
b0567	891	392	1	10.6269
b0568	2973	2474	7	11.7866
b0569	2238	1739	2	4.79095
b0570	1443	944	7	30.8899
b0571	684	185.022	0	0
b0572	1374	875	0	0
b0573	333	13.5766	0	0
b0574	1224	725	0	0
b0575	3144	2645	1	1.57494
b0576	1377	878	12	56.9348
b0577	1248	749	23	127.92
b0578	654	155.169	21	563.776
b0579	369	16.165	0	0
b0580	249	9.81725	0	0
b0581	1119	620	1	6.71891
b4415	153	7.45333	0	0
b0582	1113	614	11.6667	79.1533
b0583	621	123.049	0	0
b0584	2241	1742	0	0
b0585	1203	704	3	17.7517
b4511	219	8.9292	0	0
b0586	3882	3383	33	40.6352
b0587	1134	635	0	0
b0588	816	317	5	65.7055
b0589	993	494	2	16.8653
b0590	1005	506	4	32.9307
b0591	1251	752	27	149.567
b0592	957	458	6	54.5728
b0593	1176	677	7	43.0725
b0594	1611	1112	13	48.7
b0595	858	359	4	46.4148
b0596	747	248	4	67.1891
b0597	414	20.9541	0	0
b0598	2106	1607	2	5.18448
b4512	198	8.39836	0	0
b0599	1089	590	2	14.1211
b0600	1161	662	2	12.5853
b0601	630	131.665	0	0
b0602	1221	722	0	0
b0603	903	404	0	0
b0604	747	248	6	100.784
b0605	564	74.6286	276	15406.2
b0606	1566	1067	305	1190.77
b0607	429	23.1265	0	0
b0608	1239	740	2	11.2587
b0610	411	20.5608	0	0
b0611	807	308	7	94.6756
b0612	1464	965	0	0
b0613	879	380	0	0
b0614	552	66.4726	0	0
b0615	1533	1034	0	0
b0616	909	410	0	0
b0617	297	11.6716	0	0
b0618	1059	560	0	0
b0619	1659	1160	6	21.5469
b0620	681	182.027	2	45.7703
b0621	1386	887	0	0
b0622	561	72.511	0	0
b0623	210	8.69356	0	0
b0624	384	17.5267	0	0
b4581	789	290	1	14.3646
b0627	204	8.54336	0	0
b0628	966	467	74	660.094
b0629	954	455	2	18.3109
b0630	642	143.344	10	290.61
b0631	264	10.331	0	0
b0632	1212	713	66	385.607
b0633	1089	590	27	190.635
b0634	1113	614	22	149.261
b0635	1902	1403	53	157.365
b0636	468	30.877	0	0
b0637	318	12.7153	0	0
b0638	612	114.607	2	72.6962
b0639	642	143.344	6	174.366
b0640	1032	533	13	101.603
b0641	582	88.3792	8	377.078
b0642	2583	2084	214	427.767
b0643	483	34.9588	3	357.483
b0644	978	479	0	0
b0645	708	209.003	0	0
b0646	1428	929	2	8.9682
b0647	555	68.4326	0	0
b0648	708	209.003	0	0
b0649	1452	953	2	8.74234
b0650	1671	1172	1	3.55437
b0651	936	437	8	76.2605
b0652	726	227.001	0	0
b0653	675	176.042	0	0
b0654	741	242	1	17.2137
b0655	909	410	9	91.4428
b0656	1017	518	18.8738	151.782
b0657	1539	1040	15	60.0826
b0658	879	380	23	252.136
b0659	468	30.877	0	0
b0660	1041	542	20	153.717
b0661	1425	926	54	242.926
b0662	1176	677	3	18.4596
b0664	75	6.25028	0	0
b0665	75	6.25028	0	0
b0666	77	6.27601	0	0
b0668	75	6.25028	0	0
b0670	75	6.25028	0	0
b0672	85	6.3812	0	0
b0673	77	6.27601	0	0
b0674	1665	1166	9	32.154
b0675	753	254	33	541.216
b0676	1221	722	27	155.782
b0677	1149	650	8	51.2705
b0678	801	302	19	262.082
b0679	1947	1448	29	83.4296
b0680	1665	1166	19	67.8806
b0681	1407	908	2	9.17561
b0682	327	13.2192	0	0
b0683	447	26.2683	0	0
b4637	87	6.40809	0	0
b0684	531	54.2343	117	8986.75
b0685	294	11.5358	0	0
b0686	765	266	6	93.9638
b0687	546	62.7123	29	1926.35
b0688	1641	1142	65	237.104
b0689	495	38.8032	0	0
b0691	651	152.203	1	27.3696
b4636	150	7.39808	0	0
b0692	1320	821	0	0
b0693	2199	1700	0	0
b4590	258	10.1192	0	0
b0694	678	179.034	0	0
b0695	2685	2186	12	22.8677
b0696	573	81.2865	1	51.2475
b0697	2049	1550	4	10.7503
b0698	1674	1175	2	7.0906
b4513	90	6.44887	0	0
b0699	207	8.61779	0	0
b0700	4194	3695	2.67189	3.01228
b0702	327	13.2192	0	0
b0703	1521	1022	1.69658	6.91533
b0704	570	79.0173	0	0
b4514	240	9.53274	0	0
b0705	1137	638	0	0
b0706	762	263	0	0
b0707	510	44.4593	0	0
b0708	1419	920	3	13.5839
b0709	1482	983	1	4.23777
b0710	744	245	5	85.0148
b0711	657	158.14	1	26.3421
b0712	933	434	8	76.7876
b0713	735	236	4	70.6055
b0714	792	293	3	42.6525
b0715	1047	548	1	7.60169
b0716	1062	563	3	22.1975
b0717	729	230.001	0	0
b0718	2448	1949	0	0
b0719	567	76.7977	0	0
b0720	1284	785	9	47.7599
b0721	390	18.1303	0	0
b0722	348	14.5549	0	0
b0723	1767	1268	44	144.552
b0724	717	218.002	28	535.044
b0726	2802	2303	118	213.442
b0727	1218	719	98	567.79
b0728	1167	668	52	324.278
b0729	870	371	57	640.017
b0730	723	224.001	2	37.1938
b0731	1977	1478	0	0
b0732	2634	2135	3	5.85348
b0733	1569	1070	85	330.922
b0734	1140	641	19	123.477
b4515	114	6.79612	0	0
b0735	294	11.5358	0	0
b0736	405	19.811	0	0
b0737	693	194.011	20	429.432
b0738	429	23.1265	0	0
b0739	1266	767	30	162.936
b0740	1293	794	85	445.953
b0741	522	49.7597	33	2762.66
b0742	792	293	57	810.397
b0743	76	6.26311	0	0
b0744	76	6.26311	0	0
b0745	76	6.26311	0	0
b0746	76	6.26311	0	0
b0747	76	6.26311	0	0
b0748	76	6.26311	0	0
b0749	76	6.26311	0	0
b0750	1044	545	0	0
b0751	720	221.001	1	18.8493
b0752	942	443	3	28.2103
b0753	381	17.2382	0	0
b0754	1053	554	25	187.984
b0755	753	254	130	2132.06
b0756	1041	542	21	161.403
b0757	1149	650	6	38.4529
b0758	1047	548	5	38.0085
b0759	1017	518	7	56.2936
b0760	1473	974	8	34.2154
b0761	789	290	5	71.8229
b0762	150	7.39808	0	0
b0763	774	275	3	45.4443
b0764	690	191.014	0	0
b0765	1059	560	0	0
b0766	819	320	10	130.179
b0767	996	497	12	100.581
b0768	954	455	1	9.15544
b0769	1053	554	0	0
b0770	1434	935	0	0
b0771	2262	1763	0	0
b0772	1284	785	36	191.04
b0773	477	33.2366	0	0
b0774	1290	791	2	10.5328
b0775	1041	542	1	7.68584
b0776	1155	656	0	0
b0777	756	257	0	0
b0778	678	179.034	0	0
b0779	2022	1523	22	60.1747
b0780	909	410	9	91.4428
b0781	990	491	38	322.398
b0782	513	45.7163	5	455.607
b0783	486	35.8681	0	0
b0784	246	9.72054	0	0
b0785	453	27.47	0	0
b0786	705	206.004	13	262.88
b0787	714	215.002	1	19.3753
b0788	957	458	0	0
b0789	1242	743	0	0
b0790	762	263	2	31.6785
b0791	411	20.5608	0	0
b0792	1107	608	1	6.85153
b0793	1134	635	4	26.2408
b0794	1737	1238	11	37.0137
b0795	999	500	3	24.9944
b0796	672	173.052	2	48.1442
b0797	1365	866	20	96.2062
b0798	483	34.9588	2	238.322
b0799	2151	1652	12	30.2595
b0800	963	464	2	17.9557
b0801	1086	587	4	28.3866
b0802	261	10.224	0	0
b0803	267	10.4402	0	0
b0804	678	179.034	0	0
b0805	2283	1784	43	100.407
b0806	261	10.224	0	0
b0807	927	428	8	77.8641
b0808	2226	1727	0	0
b0809	723	224.001	1	18.5969
b0810	660	161.116	2	51.7111
b0811	747	248	9	151.176
b0812	504	42.0749	7	693.053
b0813	888	389	0	0
b0814	516	47.0179	577	51121.5
b0815	1584	1085	11	42.2332
b4705	129	7.03401	0	0
b0817	468	30.877	0	0
b0818	1119	620	4	26.8757
b0819	921	422	33	325.756
b0820	1593	1094	53	201.813
b0821	1266	767	5	27.156
b0822	816	317	11	144.552
b0823	2433	1934	0	0
b0824	900	401	0	0
b0825	663	164.095	0	0
b0826	750	251	3	49.7896
b0827	1236	737	10	56.5228
b0828	966	467	7	62.4413
b0829	1872	1373	4	12.1361
b0830	1539	1040	6	24.033
b0831	921	422	0	0
b0832	912	413	1	10.0865
b0833	2349	1850	7	15.7622
b0834	1329	830	7	35.1326
b0835	1326	827	33	166.226
b0836	384	17.5267	0	0
b0837	1116	617	0	0
b0838	627	128.777	5	161.742
b0839	1203	704	18	106.51
b0840	759	260	5	80.1101
b0841	597	101.058	6	247.327
b0842	1233	734	12	68.1045
b0843	285	11.1465	0	0
b0844	816	317	6	78.8466
b0845	1209	710	5	29.3361
b0846	537	57.4692	0	0
b0847	1686	1187	12	42.1135
b0848	378	16.9581	0	0
b0849	258	10.1192	0	0
b0850	288	11.2734	0	0
b0851	723	224.001	3	55.7908
b0852	903	404	1	10.3112
b0853	477	33.2366	0	0
b0854	1113	614	0	0
b0855	1134	635	1	6.5602
b0856	954	455	0	0
b0857	846	347	0	0
b0858	489	36.8111	1	113.165
b0859	1128	629	2	13.2456
b0860	732	233	3	53.6359
b0861	669	170.064	10	244.951
b0862	717	218.002	9	171.978
b0863	732	233	13	232.422
b0864	729	230.001	20	362.236
b0865	516	47.0179	5	442.994
b0866	324	13.047	0	0
b0867	831	332	7	87.8316
b0868	1014	515	25	202.22
b0869	1431	932	2	8.93933
b0870	1002	503	9	74.5359
b0871	1719	1220	15	51.218
b0872	969	470	0	0
b0873	1653	1154	0	0
b0874	900	401	4	41.5534
b0875	696	197.009	0	0
b0876	1659	1160	23	82.5963
b0877	993	494	103	868.563
b0878	1116	617	0	0
b0879	1947	1448	1	2.87688
b0880	225	9.09363	0	0
b0881	321	12.8791	0	0
b0882	2277	1778	20	46.8586
b0883	88	6.42162	0	0
b0884	219	8.9292	0	0
b0885	705	206.004	9	181.994
b0886	1722	1223	14	47.6862
b0887	1767	1268	9	29.5675
b0888	966	467	199	1775.12
b0889	495	38.8032	2	214.71
b0890	3990	3491	121	144.386
b0891	612	114.607	1	36.3481
b0892	1344	845	10	49.2985
b0893	1293	794	184	965.357
b0894	2445	1946	4	8.56265
b0895	618	120.213	0	0
b0896	864	365	0	0
b0897	627	128.777	5	161.742
b0898	1149	650	3	19.2264
b0899	1431	932	1	4.46966
b0900	909	410	3	30.4809
b0901	591	95.8682	0	0
b0902	741	242	13	223.779
b0903	2283	1784	378	882.648
b0904	858	359	2	23.2074
b0905	1761	1262	52	171.646
b0906	693	194.011	2	42.9432
b0907	1089	590	26	183.574
b0908	1284	785	20	106.133
b0909	765	266	1	15.6606
b0910	684	185.022	32	720.472
b0911	1674	1175	1979	7016.15
b0912	285	11.1465	0	0
b0913	2265	1766	2	4.7177
b0914	1749	1250	98	326.593
