target_id	length	eff_length	est_counts	tpm
b0089	1245	746	12	76.2104
b0090	1068	569	16	133.223
b0091	1476	977	20	96.9856
b0092	921	422	16	179.63
b0093	831	332	21	299.677
b0094	1263	764	26	161.232
b0095	1152	653	33	239.427
b0096	918	419	75	848.045
b0097	513	45.7163	13	1347.24
b0098	2706	2207	150	322.003
b0099	390	18.1303	0	0
b0101	198	8.39836	0	0
b0102	744	245	12	232.053
b0103	621	123.049	12	462.034
b0104	1044	545	35	304.259
b0106	1203	704	0	0
b0107	1386	887	2	10.6826
b0108	441	25.1479	0	0
b0109	894	395	13	155.926
b0110	552	66.4726	7	498.915
b0111	855	356	4	53.2331
b0112	1374	875	2	10.8291
b0113	765	266	96	1709.86
b0114	2664	2165	728	1593.11
b0115	1893	1394	229	778.295
b0116	1425	926	349	1785.61
b0117	1854	1355	0	0
b0118	2598	2099	100	225.714
b0119	363	15.6727	0	0
b0120	795	296	31	496.183
b0121	867	368	22	283.235
b0122	348	14.5549	0	0
b0123	1551	1052	4	18.0142
b0124	2391	1892	10	25.0409
b0125	537	57.4692	86	7089.82
b0126	663	164.095	104	3002.68
b0127	927	428	10	110.695
b0128	771	272	2	34.8364
b0129	441	25.1479	0	0
b0130	1230	731	7	45.3683
b0131	381	17.2382	0	0
b0132	903	404	0	0
b0133	852	353	10	134.214
b0134	795	296	7	112.041
b0135	1239	740	1	6.40236
b0136	597	101.058	0	0
b0137	606	109.099	0	0
b0138	570	79.0173	0	0
b0139	2598	2099	0	0
b0140	741	242	0	0
b0141	585	90.8337	0	0
b0142	480	34.082	0	0
b0143	1398	899	86	453.221
b0144	927	428	10	110.695
b0145	456	28.1035	6	1011.49
b0146	705	206.004	4	91.9931
b0147	531	54.2343	1	87.3569
b0148	2430	1931	12	29.4422
b0149	2535	2036	24	55.8477
b0150	2244	1745	211	572.873
b0151	798	299	0	0
b0152	891	392	3	36.2582
b0153	1983	1484	5	15.9628
b0154	1281	782	41	248.398
b0155	1422	923	9	46.1969
b0156	345	14.3489	0	0
b0157	624	125.904	3	112.889
b0158	801	302	4	62.7516
b0159	699	200.007	41	971.204
b0160	1518	1019	12	55.7929
b0161	1425	926	106	542.334
b0162	1158	659	2	14.3786
b0163	387	17.824	0	0
b0164	813	314	1	15.0884
b0166	825	326	80	1162.64
b0167	2673	2174	19	41.4062
b0168	795	296	72	1152.42
b0169	726	227.001	438	9141.52
b0170	852	353	840	11274
b0171	726	227.001	24	500.905
b0172	558	70.4455	108	7263.44
b0173	1197	698	6	40.7256
b0174	762	263	34	612.484
b0175	858	359	8	105.576
b0176	1353	854	47	260.742
b0177	2433	1934	153	374.806
b0178	486	35.8681	96	12680.4
b0179	1026	527	112	1006.88
b0180	456	28.1035	2	337.164
b0181	789	290	30	490.112
b0182	1149	650	40	291.554
b0183	597	101.058	18	843.867
b0184	3483	2984	49	77.7981
b0185	960	461	36	369.976
b0186	2142	1643	7	20.1852
b0187	390	18.1303	0	0
b0188	1299	800	11	65.144
b0189	255	10.0165	0	0
b4406	201	8.47023	0	0
b0190	546	62.7123	4	302.189
b0191	423	22.2141	0	0
b0192	711	212.003	7	156.433
b0193	825	326	1	14.533
b0194	1719	1220	127	493.191
b0195	708	209.003	0	0
b0196	405	19.811	0	0
b0197	816	317	19	283.966
b0198	654	155.169	6	183.197
b0199	1032	533	12	106.666
b0200	576	83.6041	1	56.6688
b0201	1542	1043	0.00947758	0.0430511
b0202	77	6.27601	0	0
b0203	76	6.26311	0	0
b0204	2904	2405	4.68223e-07	9.22379e-07
b0205	120	6.88922	0	0
b0206	77	6.27601	0	0
b0207	804	305	5	77.6679
b0208	915	416	6	68.3329
b0209	801	302	11	172.567
b0210	624	125.904	1	37.6297
b0211	1359	860	68	374.612
b0212	756	257	6	110.609
b0213	723	224.001	5	105.753
b0214	468	30.877	0	0
b0215	732	233	11	223.67
b0216	77	6.27601	0	0
b0217	786	287	0	0
b4586	480	34.082	0	0
b0218	357	15.2072	0	0
b4503	273	10.6657	0	0
b0219	771	272	4	69.6727
b0220	474	32.4213	0	0
b0221	2445	1946	1	2.43461
b0222	579	85.9688	2	110.22
b0223	768	269	5	88.0622
b0224	741	242	20	391.549
b0225	279	10.9009	0	0
b0226	261	10.224	0	0
b0227	750	251	0	0
b0228	498	39.8547	0	0
b0229	1713	1214	0	0
b0230	756	257	0	0
b0231	1056	557	1	8.50583
b0232	294	11.5358	0	0
b0233	399	19.1073	0	0
b0234	453	27.47	0	0
b0235	207	8.61779	0	0
b0236	501	40.9449	0	0
b0237	1458	959	432	2134.21
b0238	459	28.7601	4	658.934
b0239	1245	746	3	19.0526
b0240	402	19.4536	0	0
b0241	1056	557	0	0
b0242	1104	605	10	78.3098
b0243	1254	755	26	163.154
b0244	76	6.26311	0	0
b4626	63	6.10029	0	0
b0245	342	14.1482	0	0
b0246	318	12.7153	0	0
b4504	222	9.01066	0	0
b0247	477	33.2366	0	0
b0248	459	28.7601	0	0
b0249	240	9.53274	0	0
b0250	468	30.877	0	0
b0251	444	25.6983	0	0
b4627	222	9.01066	0	0
b4628	192	8.25831	0	0
b0252	822	323	0	0
b0253	864	365	1	12.9801
b0254	894	395	2	23.9886
b4587	684	185.022	4.93097	126.264
b0256	1152	653	0	0
b0258	1108	609	1	7.77955
b0259	1017	518	14.8633	135.943
b0260	1404	905	1	5.23508
b0261	933	434	1	10.9165
b0262	1047	548	1	8.64552
b0263	348	14.5549	0	0
b0264	504	42.0749	0	0
b0265	276	10.782	0	0
b4708	174	7.86552	0	0
b4505	249	9.81725	0	0
b0266	309	12.2468	0	0
b0267	1155	656	0	0
b0268	909	410	0	0
b0269	1968	1469	2	6.4503
b0270	1383	884	0	0
b0271	1611	1112	1	4.26056
b0272	759	260	4	72.8884
b0273	1005	506	0	0
b4688	205	8.56803	0	0
b0274	504	42.0749	0	0
b0275	276	10.782	0	0
b0276	828	329	1	14.4004
b0277	627	128.777	0	0
b0278	699	200.007	1	23.6879
b0279	855	356	0	0
b0280	441	25.1479	0	0
b0281	1401	902	26	136.565
b4629	49	5.93211	0	0
b4694	339	13.9528	0	0
b4695	78	6.28896	0	0
b0283	957	458	0	0
b0284	2199	1700	0	0
b0285	957	458	0	0
b0286	690	191.014	0	0
b0287	615	117.399	4	161.424
b0288	330	13.3957	0	0
b0289	711	212.003	0	0
b0290	1644	1145	2	8.27554
b0291	2526	2027	1	2.33732
b0292	669	170.064	0	0
b0293	588	93.3306	1	50.763
b0294	591	95.8682	0	0
b0295	228	9.17816	0	0
b4506	141	7.23733	0	0
b0296	264	10.331	0	0
b4671	102	6.61767	0	0
b4630	90	6.44887	0	0
b0297	872	373	0	0
b0298	300	11.8104	0	0
b0299	867	368	0.4	5.14972
b0300	684	185.022	2	51.2128
b4631	129	7.03401	0	0
b0301	594	98.4446	0	0
b0303	237	9.44154	0	0
b0304	1326	827	0	0
b0305	855	356	0	0
b0306	720	221.001	0	0
b0307	1428	929	1	5.09983
b0308	696	197.009	0	0
b0310	669	170.064	1	27.8586
b0311	1671	1172	5	20.2122
b0312	1473	974	12	58.3706
b0313	588	93.3306	2	101.526
b0314	2034	1535	11	33.9513
b0315	1089	590	7	56.2105
b0316	933	434	2	21.8329
b0317	498	39.8547	0	0
b0318	606	109.099	0	0
b0319	864	365	0	0
b0320	1548	1049	0	0
b0321	1419	920	0	0
b0323	951	452	0	0
b0324	1383	884	6	32.1566
b0325	1050	551	5	42.9922
b0326	816	317	0	0
b0327	246	9.72054	0	0
b0328	672	173.052	1	27.3776
b0329	276	10.782	0	0
b0330	1587	1088	0	0
b0331	891	392	0	0
b0333	1170	671	0	0
b0334	1452	953	0	0
b0335	1887	1388	0	0
b0336	1260	761	0	0
b0337	1284	785	8	48.2827
b0338	900	401	0	0
b0339	660	161.116	1	29.4059
b0340	471	31.6352	0	0
b0341	1155	656	0	0
b0342	612	114.607	0	0
b0343	1254	755	1	6.27516
b0344	3075	2576	3	5.51756
b0345	1083	584	6	48.6755
b0346	834	335	2	28.285
b0347	1665	1166	0	0
b0348	945	446	0	0
b0349	867	368	1	12.8743
b0350	810	311	0	0
b0351	951	452	0	0
b0352	1014	515	1	9.1995
b0353	1212	713	0	0
b0354	540	59.1642	1	80.0778
b0355	834	335	5	70.7126
b0356	1110	611	5	38.7704
b0357	276	10.782	0	0
b0358	774	275	0	0
b4579	698	199.008	0	0
b0360	366	15.9154	0	0
b0361	906	407	1.9109	22.2441
b0363	1197	698	0	0
b0364	558	70.4455	0	0
b0365	963	464	0	0
b0366	768	269	0	0
b0367	828	329	0	0
b0368	852	353	0	0
b0369	975	476	61	607.148
b4580	2907	2408	2	3.935
b0372	867	368	0.4	5.14972
b0373	300	11.8104	0	0
b0375	624	125.904	0	0
b0376	1158	659	7	50.3251
b0377	1221	722	6	39.3718
b0378	1095	596	7	55.6447
b0379	309	12.2468	0	0
b0380	213	8.77069	0	0
b0381	1095	596	55	437.208
b0382	261	10.224	0	0
b0383	1416	917	0	0
b0384	321	12.8791	0	0
b0385	1116	617	1	7.67868
b0386	810	311	6	91.4034
b0387	459	28.7601	0	0
b0388	525	51.202	7	647.713
b0389	192	8.25831	0	0
b0390	678	179.034	6	158.777
b0391	285	11.1465	0	0
b0392	342	14.1482	0	0
b0393	912	413	30	344.146
b0394	909	410	1	11.5555
b0396	1185	686	3	20.719
b0397	3147	2648	14	25.0485
b0398	1203	704	5	33.6488
b0399	690	191.014	0	0
b0400	1296	797	4	23.7779
b0401	1320	821	13	75.0191
b0402	1374	875	10	54.1457
b0403	1815	1316	2	7.20022
b0404	582	88.3792	3	160.821
b0405	1071	572	33	273.331
b0406	1128	629	58	436.867
b0407	333	13.5766	0	0
b0408	1848	1349	80	280.963
b0409	972	473	8	80.131
b0410	348	14.5549	0	0
b0411	885	386	268	3289.42
b0412	540	59.1642	2	160.156
b0413	450	26.8585	0	0
b0414	1104	605	10	78.3098
b0415	471	31.6352	1	149.762
b0416	420	21.7802	0	0
b0417	978	479	9	89.0182
b0418	519	48.3653	1	97.9575
b0419	975	476	7	69.6727
b0420	1863	1364	17	59.0481
b0421	900	401	12	141.778
b0422	243	9.62572	0	0
b0423	1449	950	51	254.342
b0424	591	95.8682	5	247.097
b0425	912	413	10	114.715
b0426	492	37.7891	4	501.493
b0427	1365	866	8	43.7667
b0428	891	392	94	1136.09
b0429	330	13.3957	0	0
b0430	615	117.399	10	403.561
b0431	1992	1493	379	1202.68
b0432	948	449	359	3788.09
b0433	1476	977	18	87.287
b0434	579	85.9688	13	716.431
b0435	318	12.7153	0	0
b0436	1299	800	992	5874.8
b0437	624	125.904	49	1843.86
b0438	1275	776	117	714.325
b0439	2355	1856	87	222.082
b0440	273	10.6657	0	0
b0441	1872	1373	87	300.207
b0442	372	16.4218	0	0
b0443	399	19.1073	0	0
b0444	696	197.009	5	120.242
b0445	1701	1202	5	19.7078
b0446	819	320	15	222.082
b0447	459	28.7601	0	0
b0448	1773	1274	2	7.43759
b0449	1782	1283	8	29.5417
b0450	339	13.9528	0	0
b0451	1287	788	1	6.01237
b0452	861	362	13	170.14
b0453	573	81.2865	2	116.569
b0454	390	18.1303	0	0
b0456	354	14.9839	0	0
b0457	1551	1052	8	36.0285
b0458	471	31.6352	0	0
b0459	552	66.4726	12	855.284
b0460	219	8.9292	0	0
b0461	375	16.6861	0	0
b0462	3150	2651	129	230.543
b0463	1194	695	47	320.394
b0464	648	149.243	4	126.981
b0465	3363	2864	48	79.4035
b0466	162	7.62437	0	0
b0467	528	52.6932	1	89.9118
b0468	378	16.9581	0	0
b0469	552	66.4726	13	926.557
b0470	1932	1433	21	69.4296
b0471	330	13.3957	0	0
b0472	606	109.099	9	390.836
b0473	1875	1376	248	853.896
b0474	645	146.29	260	8420.38
b0475	963	464	7	71.4746
b0476	960	461	2	20.5542
b0477	1305	806	54	317.417
b0478	1677	1178	36	144.787
b0479	1221	722	0	0
b0480	1653	1154	13	53.3715
b0481	480	34.082	0	0
b0482	795	296	3	48.0177
b0483	342	14.1482	0	0
b0484	2505	2006	1	2.36179
b0485	933	434	0	0
b0486	1293	794	0	0
b0487	408	20.1799	0	0
b0488	459	28.7601	0	0
b0489	918	419	3	33.9218
b0490	678	179.034	5	132.314
b0491	780	281	3	50.5809
b0492	855	356	45	598.872
b0493	810	311	9	137.105
b0494	627	128.777	1	36.7904
b0495	687	188.018	0	0
b0496	2415	1916	1	2.47273
b0497	4281	3782	2.37208	2.97152
b0498	369	16.165	0	0
b0499	708	209.003	0	0
b0501	491	37.4592	0	0
b4632	93	6.49021	0	0
b0502	423	22.2141	0	0
b0503	1095	596	3	23.8477
b0504	927	428	0	0
b0505	483	34.9588	0	0
b0506	816	317	27	403.53
b0507	1782	1283	0	0
b0508	777	278	0	0
b0509	879	380	0	0
b0511	1455	956	0	0
b0512	1362	863	0	0
b0513	1302	803	1	5.90006
b0514	1146	647	0	0
b0515	786	287	2	33.0156
b0516	1236	737	0	0
b0517	1050	551	0	0
b0518	1668	1169	0	0
b4572	1260	761	1	6.22568
b0520	816	317	0	0
b0521	894	395	0	0
b0522	1068	569	2	16.6529
b0523	510	44.4593	0	0
b0524	723	224.001	2	42.3011
b0525	495	38.8032	24	2930.32
b0526	1386	887	71	379.233
b0527	522	49.7597	0	0
b0528	213	8.77069	0	0
b0529	867	368	22	283.235
b0530	543	60.9118	0	0
b0531	693	194.011	0	0
b0532	2604	2105	0	0
b0533	984	485	0	0
b0534	516	47.0179	0	0
b0535	633	134.567	0	0
b0536	77	6.27601	0	0
b0537	1164	665	13	92.6176
b4633	222	9.01066	0	0
b0539	279	10.9009	0	0
b4508	312	12.3992	0	0
b0542	306	12.0979	0	0
b0540	300	11.8104	0	0
b0541	867	368	0.4	5.14972
b0543	333	13.5766	0	0
b0544	1527	1028	3	13.8261
b0545	552	66.4726	0	0
b0546	798	299	1	15.8453
b4588	102	6.61767	0	0
b0547	456	28.1035	0	0
b0548	171	7.80376	0	0
b0549	291	11.4031	0	0
b0550	363	15.6727	0	0
b4509	141	7.23733	0	0
b0551	384	17.5267	0	0
b0553	1098	599	130	1028.23
b0552	1017	518	14.8633	135.943
b0554	216	8.84923	0	0
b0555	498	39.8547	0	0
b0556	462	29.4405	3	482.779
b4510	183	8.05699	0	0
b0557	294	11.5358	0	0
b0558	411	20.5608	0	0
b0559	207	8.61779	0	0
b4589	195	8.32774	0	0
b0560	546	62.7123	0	0
b4634	309	12.2468	0	0
b0561	438	24.6163	0	0
b0562	657	158.14	0	0
b0563	183	8.05699	0	0
b0564	750	251	8	151.004
b0565	954	455	309	3217.5
b4635	45	5.88363	0	0
b0566	762	263	0	0
b0567	891	392	0	0
b0568	2973	2474	7	13.4051
b0569	2238	1739	1	2.72441
b0570	1443	944	5	25.094
b0571	684	185.022	0	0
b0572	1374	875	0	0
b0573	333	13.5766	0	0
b0574	1224	725	0	0
b0575	3144	2645	1	1.79121
b0576	1377	878	16	86.337
b0577	1248	749	17	107.532
b0578	654	155.169	11	335.862
b0579	369	16.165	0	0
b0580	249	9.81725	0	0
b0581	1119	620	2	15.283
b4415	153	7.45333	0	0
b0582	1113	614	18.3333	141.464
b0583	621	123.049	1	38.5028
b0584	2241	1742	1	2.71972
b0585	1203	704	5	33.6488
b4511	219	8.9292	0	0
b0586	3882	3383	28	39.2128
b0587	1134	635	1	7.46102
b0588	816	317	3	44.8367
b0589	993	494	1	9.59058
b0590	1005	506	2	18.7263
b0591	1251	752	15	94.5029
b0592	957	458	1	10.3444
b0593	1176	677	16	111.97
b0594	1611	1112	14	59.6479
b0595	858	359	4	52.7882
b0596	747	248	1	19.1038
b0597	414	20.9541	0	0
b0598	2106	1607	3	8.84458
b4512	198	8.39836	0	0
b0599	1089	590	4	32.1203
b0600	1161	662	2	14.3134
b0601	630	131.665	0	0
b0602	1221	722	3	19.6859
b0603	903	404	0	0
b0604	747	248	8	152.83
b0605	564	74.6286	266	16886.8
b0606	1566	1067	335	1487.48
b0607	429	23.1265	0	0
b0608	1239	740	1	6.40236
b0610	411	20.5608	0	0
b0611	807	308	3	46.1469
b0612	1464	965	1	4.90958
b0613	879	380	0	0
b0614	552	66.4726	0	0
b0615	1533	1034	0	0
b0616	909	410	0	0
b0617	297	11.6716	0	0
b0618	1059	560	0	0
b0619	1659	1160	3	12.2528
b0620	681	182.027	1	26.0276
b0621	1386	887	0	0
b0622	561	72.511	0	0
b0623	210	8.69356	0	0
b0624	384	17.5267	0	0
b4581	789	290	0	0
b0627	204	8.54336	0	0
b0628	966	467	50	507.253
b0629	954	455	7	72.8884
b0630	642	143.344	5	165.257
b0631	264	10.331	0	0
b0632	1212	713	53	352.175
b0633	1089	590	26	208.782
b0634	1113	614	36	277.783
b0635	1902	1403	45	151.959
b0636	468	30.877	0	0
b0637	318	12.7153	0	0
b0638	612	114.607	2	82.6785
b0639	642	143.344	4	132.206
b0640	1032	533	10	88.8883
b0641	582	88.3792	4	214.428
b0642	2583	2084	163	370.563
b0643	483	34.9588	5	677.619
b0644	978	479	0	0
b0645	708	209.003	0	0
b0646	1428	929	0	0
b0647	555	68.4326	0	0
b0648	708	209.003	0	0
b0649	1452	953	1	4.9714
b0650	1671	1172	3	12.1273
b0651	936	437	6	65.0491
b0652	726	227.001	1	20.8711
b0653	675	176.042	2	53.8251
b0654	741	242	2	39.1549
b0655	909	410	10	115.555
b0656	1017	518	14.8633	135.943
b0657	1539	1040	10	45.5552
b0658	879	380	41	511.178
b0659	468	30.877	0	0
b0660	1041	542	30	262.237
b0661	1425	926	43	220.003
b0662	1176	677	4	27.9926
b0664	75	6.25028	0	0
b0665	75	6.25028	0	0
b0666	77	6.27601	0	0
b0668	75	6.25028	0	0
b0670	75	6.25028	0	0
b0672	85	6.3812	0	0
b0673	77	6.27601	0	0
b0674	1665	1166	8	32.506
b0675	753	254	27	503.618
b0676	1221	722	29	190.297
b0677	1149	650	8	58.3107
b0678	801	302	12	188.255
b0679	1947	1448	30	98.1577
b0680	1665	1166	34	138.15
b0681	1407	908	1	5.21778
b0682	327	13.2192	0	0
b0683	447	26.2683	0	0
b4637	87	6.40809	0	0
b0684	531	54.2343	72	6289.7
b0685	294	11.5358	0	0
b0686	765	266	12	213.733
b0687	546	62.7123	32	2417.51
b0688	1641	1142	48	199.135
b0689	495	38.8032	0	0
b0691	651	152.203	0	0
b4636	150	7.39808	0	0
b0692	1320	821	0	0
b0693	2199	1700	0	0
b4590	258	10.1192	0	0
b0694	678	179.034	0	0
b0695	2685	2186	5	10.8366
b0696	573	81.2865	0	0
b0697	2049	1550	3	9.16983
b0698	1674	1175	1	4.03212
b4513	90	6.44887	0	0
b0699	207	8.61779	0	0
b0700	4194	3695	0	0
b0702	327	13.2192	0	0
b0703	1521	1022	2.90409	13.4626
b0704	570	79.0173	0	0
b4514	240	9.53274	0	0
b0705	1137	638	0	0
b0706	762	263	0	0
b0707	510	44.4593	0	0
b0708	1419	920	6	30.8983
b0709	1482	983	1	4.81968
b0710	744	245	3	58.0132
b0711	657	158.14	3	89.8776
b0712	933	434	5	54.5823
b0713	735	236	2	40.1503
b0714	792	293	0	0
b0715	1047	548	2	17.291
b0716	1062	563	1	8.41518
b0717	729	230.001	0	0
b0718	2448	1949	0	0
b0719	567	76.7977	0	0
b0720	1284	785	8	48.2827
b0721	390	18.1303	0	0
b0722	348	14.5549	0	0
b0723	1767	1268	30	112.092
b0724	717	218.002	15	325.989
b0726	2802	2303	117	240.693
b0727	1218	719	106	698.471
b0728	1167	668	47	333.344
b0729	870	371	47	600.199
b0730	723	224.001	2	42.3011
b0731	1977	1478	0	0
b0732	2634	2135	2	4.43817
b0733	1569	1070	111	491.486
b0734	1140	641	14	103.476
b4515	114	6.79612	0	0
b0735	294	11.5358	0	0
b0736	405	19.811	0	0
b0737	693	194.011	23	561.659
b0738	429	23.1265	0	0
b0739	1266	767	35	216.194
b0740	1293	794	58	346.082
b0741	522	49.7597	32	3046.8
b0742	792	293	61	986.356
b0743	76	6.26311	0	0
b0744	76	6.26311	0	0
b0745	76	6.26311	0	0
b0746	76	6.26311	0	0
b0747	76	6.26311	0	0
b0748	76	6.26311	0	0
b0749	76	6.26311	0	0
b0750	1044	545	1	8.69311
b0751	720	221.001	1	21.4376
b0752	942	443	3	32.084
b0753	381	17.2382	0	0
b0754	1053	554	17	145.382
b0755	753	254	187	3488.02
b0756	1041	542	22	192.307
b0757	1149	650	2	14.5777
b0758	1047	548	6	51.8731
b0759	1017	518	6	54.8774
b0760	1473	974	16	77.8274
b0761	789	290	3	49.0112
b0762	150	7.39808	0	0
b0763	774	275	2	34.4563
b0764	690	191.014	0	0
b0765	1059	560	0	0
b0766	819	320	9	133.249
b0767	996	497	16	152.523
b0768	954	455	0	0
b0769	1053	554	0	0
b0770	1434	935	0	0
b0771	2262	1763	2	5.37464
b0772	1284	785	27	162.954
b0773	477	33.2366	0	0
b0774	1290	791	2	11.9791
b0775	1041	542	0	0
b0776	1155	656	1	7.22217
b0777	756	257	0	0
b0778	678	179.034	1	26.4628
b0779	2022	1523	25	77.7699
b0780	909	410	17	196.443
b0781	990	491	35	337.721
b0782	513	45.7163	3	310.901
b0783	486	35.8681	0	0
b0784	246	9.72054	0	0
b0785	453	27.47	0	0
b0786	705	206.004	26	597.955
b0787	714	215.002	0	0
b0788	957	458	0	0
b0789	1242	743	1	6.37651
b0790	762	263	0	0
b0791	411	20.5608	0	0
b0792	1107	608	1	7.79234
b0793	1134	635	1	7.46102
b0794	1737	1238	12	45.9232
b0795	999	500	9	85.2794
b0796	672	173.052	1	27.3776
b0797	1365	866	28	153.183
b0798	483	34.9588	0	0
b0799	2151	1652	10	28.6788
b0800	963	464	3	30.632
b0801	1086	587	9	72.64
b0802	261	10.224	0	0
b0803	267	10.4402	0	0
b0804	678	179.034	1	26.4628
b0805	2283	1784	14	37.1796
b0806	261	10.224	0	0
b0807	927	428	6	66.417
b0808	2226	1727	1	2.74334
b0809	723	224.001	3	63.4517
b0810	660	161.116	1	29.4059
b0811	747	248	8	152.83
b0812	504	42.0749	9	1013.42
b0813	888	389	0	0
b0814	516	47.0179	177	17835.4
b0815	1584	1085	9	39.2993
b4705	129	7.03401	0	0
b0817	468	30.877	0	0
b0818	1119	620	7	53.4907
b0819	921	422	26	291.899
b0820	1593	1094	68	294.485
b0821	1266	767	5	30.8849
b0822	816	317	16	239.129
b0823	2433	1934	1	2.44971
b0824	900	401	0	0
b0825	663	164.095	0	0
b0826	750	251	5	94.3774
b0827	1236	737	23	147.854
b0828	966	467	8	81.1605
b0829	1872	1373	4	13.8026
b0830	1539	1040	7	31.8887
b0831	921	422	1	11.2269
b0832	912	413	1	11.4715
b0833	2349	1850	12	30.7313
b0834	1329	830	6	34.2488
b0835	1326	827	45	257.797
b0836	384	17.5267	0	0
b0837	1116	617	0	0
b0838	627	128.777	6	220.743
b0839	1203	704	20	134.595
b0840	759	260	5	91.1105
b0841	597	101.058	15	703.223
b0842	1233	734	6	38.7282
b0843	285	11.1465	0	0
b0844	816	317	6	89.6734
b0845	1209	710	6	40.0373
b0846	537	57.4692	0	0
b0847	1686	1187	13	51.8877
b0848	378	16.9581	0	0
b0849	258	10.1192	0	0
b0850	288	11.2734	0	0
b0851	723	224.001	3	63.4517
b0852	903	404	0	0
b0853	477	33.2366	0	0
b0854	1113	614	0	0
b0855	1134	635	0	0
b0856	954	455	0	0
b0857	846	347	0	0
b0858	489	36.8111	0	0
b0859	1128	629	1	7.53219
b0860	732	233	4	81.3345
b0861	669	170.064	6	167.152
b0862	717	218.002	5	108.663
b0863	732	233	20	406.673
b0864	729	230.001	16	329.581
b0865	516	47.0179	3	302.294
b0866	324	13.047	0	0
b0867	831	332	3	42.8109
b0868	1014	515	20	183.99
b0869	1431	932	6	30.5005
b0870	1002	503	6	56.5139
b0871	1719	1220	12	46.6008
b0872	969	470	0	0
b0873	1653	1154	0	0
b0874	900	401	1	11.8148
b0875	696	197.009	1	24.0484
b0876	1659	1160	25	102.107
b0877	993	494	92	882.333
b0878	1116	617	4	30.7147
b0879	1947	1448	1	3.27192
b0880	225	9.09363	0	0
b0881	321	12.8791	0	0
b0882	2277	1778	18	47.9637
b0883	88	6.42162	0	0
b0884	219	8.9292	0	0
b0885	705	206.004	3	68.9948
b0886	1722	1223	15	58.1081
b0887	1767	1268	9	33.6275
b0888	966	467	244	2475.4
b0889	495	38.8032	1	122.097
b0890	3990	3491	116	157.427
b0891	612	114.607	2	82.6785
b0892	1344	845	9	50.4612
b0893	1293	794	156	930.842
b0894	2445	1946	0	0
b0895	618	120.213	0	0
b0896	864	365	0	0
b0897	627	128.777	5	183.952
b0898	1149	650	9	65.5995
b0899	1431	932	2	10.1668
b0900	909	410	0	0
b0901	591	95.8682	0	0
b0902	741	242	15	293.662
b0903	2283	1784	408	1083.52
b0904	858	359	1	13.1971
b0905	1761	1262	56	210.233
b0906	693	194.011	0	0
b0907	1089	590	20	160.602
b0908	1284	785	26	156.919
b0909	765	266	0	0
b0910	684	185.022	48	1229.11
b0911	1674	1175	1865	7519.91
b0912	285	11.1465	0	0
b0913	2265	1766	5	13.4138
b0914	1749	1250	82	310.796
b0915	987	488	13	126.21
